"","label","replace.by"
"441","RUSSIAN CHEMICAL BULLETIN","Chemistry"
"442","Polish Journal of Chemical Technology","Chemistry"
"443","JOURNAL OF CHEMICAL CRYSTALLOGRAPHY","Chemistry"
"444","CHINESE JOURNAL OF ANALYTICAL CHEMISTRY","Chemistry"
"445","CRYSTALLOGRAPHY REPORTS","Chemistry"
"446","DOKLADY CHEMISTRY","Chemistry"
"447","JOURNAL OF CHEMICAL ENGINEERING OF JAPAN","Chemistry"
"448","ACTA CHROMATOGRAPHICA","Chemistry"
"449","Chemija","Chemistry"
"450","THEORETICAL FOUNDATIONS OF CHEMICAL ENGINEERING","Chemistry"
"451","CHIMICA OGGI-CHEMISTRY TODAY","Chemistry"
"452","CHINESE JOURNAL OF STRUCTURAL CHEMISTRY","Chemistry"
"453","JOURNAL OF SYNTHETIC ORGANIC CHEMISTRY JAPAN","Chemistry"
"454","JOURNAL OF STRUCTURAL CHEMISTRY","Chemistry"
"455","MOLECULAR CRYSTALS AND LIQUID CRYSTALS","Chemistry"
"456","CONCEPTS IN MAGNETIC RESONANCE PART A","Chemistry"
"457","INTERNATIONAL POLYMER PROCESSING","Chemistry"
"458","PROCESS SAFETY PROGRESS","Chemistry"
"459","RUSSIAN JOURNAL OF COORDINATION CHEMISTRY","Chemistry"
"460","Journal of Applied Spectroscopy","Chemistry"
"461","MAIN GROUP METAL CHEMISTRY","Chemistry"
"462","ACTA POLYMERICA SINICA","Chemistry"
"463","Chemical and Process Engineering-Inzynieria Chemiczna I Procesowa","Chemistry"
"464","Polimeros-Ciencia e Tecnologia","Chemistry"
"465","PETROLEUM CHEMISTRY","Chemistry"
"466","Synthesis and Reactivity in Inorganic Metal-Organic and Nano-Metal Chemistry","Chemistry"
"467","INDIAN JOURNAL OF CHEMICAL TECHNOLOGY","Chemistry"
"468","OXIDATION COMMUNICATIONS","Chemistry"
"469","CHINESE JOURNAL OF INORGANIC CHEMISTRY","Chemistry"
"470","SPECTROSCOPY","Chemistry"
"471","LC GC EUROPE","Chemistry"
"472","RUSSIAN JOURNAL OF GENERAL CHEMISTRY","Chemistry"
"473","Acta Crystallographica Section C-Structural Chemistry","Chemistry"
"474","CHEMISTRY OF NATURAL COMPOUNDS","Chemistry"
"475","INDIAN JOURNAL OF CHEMISTRY SECTION B-ORGANIC CHEMISTRY INCLUDING MEDICINAL CHEMISTRY","Chemistry"
"476","Journal of Electrochemical Science and Technology","Chemistry"
"477","PERIODICA POLYTECHNICA-CHEMICAL ENGINEERING","Chemistry"
"478","Hemijska Industrija","Chemistry"
"479","JOURNAL OF THE CHILEAN CHEMICAL SOCIETY","Chemistry"
"480","KAGAKU KOGAKU RONBUNSHU","Chemistry"
"481","Macedonian Journal of Chemistry and Chemical engineering","Chemistry"
"482","Membrane Water Treatment","Chemistry"
"483","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION A-PHYSICAL SCIENCES","Chemistry"
"484","POLYMER-KOREA","Chemistry"
"485","JOURNAL OF POLYMER MATERIALS","Chemistry"
"486","PRZEMYSL CHEMICZNY","Chemistry"
"487","CHEMICAL ENGINEERING PROGRESS","Chemistry"
"488","KGK-Kautschuk Gummi Kunststoffe","Chemistry"
"489","MAIN GROUP CHEMISTRY","Chemistry"
"490","CHEMICAL & ENGINEERING NEWS","Chemistry"
"491","STUDIES IN CONSERVATION","Chemistry"
"492","IRANIAN JOURNAL OF CHEMISTRY & CHEMICAL ENGINEERING-INTERNATIONAL ENGLISH EDITION","Chemistry"
"493","RUSSIAN JOURNAL OF APPLIED CHEMISTRY","Chemistry"
"494","CHEMICKE LISTY","Chemistry"
"495","PROGRESS IN REACTION KINETICS AND MECHANISM","Chemistry"
"496","JOURNAL OF THE CHEMICAL SOCIETY OF PAKISTAN","Chemistry"
"497","SPECTROSCOPY AND SPECTRAL ANALYSIS","Chemistry"
"498","CHEMISTRY AND TECHNOLOGY OF FUELS AND OILS","Chemistry"
"499","CHEMIE IN UNSERER ZEIT","Chemistry"
"500","Journal of Water Chemistry and Technology","Chemistry"
"501","Solid Fuel Chemistry","Chemistry"
"502","KOBUNSHI RONBUNSHU","Chemistry"
"503","REVUE ROUMAINE DE CHIMIE","Chemistry"
"504","BUNSEKI KAGAKU","Chemistry"
"505","Bulgarian Chemical Communications","Chemistry"
"506","AFINIDAD","Chemistry"
"507","FIBRE CHEMISTRY","Chemistry"
"508","CHEMICAL ENGINEERING","Chemistry"
"509","INDIAN JOURNAL OF HETEROCYCLIC CHEMISTRY","Chemistry"
"510","Johnson Matthey Technology Review","Chemistry"
"511","Studia Universitatis Babes-Bolyai Chemia","Chemistry"
"512","JOURNAL OF THE INDIAN CHEMICAL SOCIETY","Chemistry"
"513","CHEMISTRY & INDUSTRY","Chemistry"
"514","Journal of Rubber Research","Chemistry"
"515","FILTRATION & SEPARATION","Chemistry"
"516","ZEITSCHRIFT FUR KRISTALLOGRAPHIE-NEW CRYSTAL STRUCTURES","Chemistry"
"517","LATIN AMERICAN APPLIED RESEARCH","Chemistry"
"518","ACTA BIOQUIMICA CLINICA LATINOAMERICANA","Chemistry"
"519","AMERICAN LABORATORY","Chemistry"
"520","Open Chemistry","Chemistry"
"521","CA-A CANCER JOURNAL FOR CLINICIANS","Clinical Medicine"
"522","NEW ENGLAND JOURNAL OF MEDICINE","Clinical Medicine"
"523","LANCET","Clinical Medicine"
"524","JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION","Clinical Medicine"
"525","NATURE REVIEWS CANCER","Clinical Medicine"
"526","LANCET ONCOLOGY","Clinical Medicine"
"527","Annual Review of Pathology-Mechanisms of Disease","Clinical Medicine"
"528","JOURNAL OF CLINICAL ONCOLOGY","Clinical Medicine"
"529","Cancer Discovery","Clinical Medicine"
"530","BMJ-British Medical Journal","Clinical Medicine"
"531","Nature Reviews Clinical Oncology","Clinical Medicine"
"532","GASTROENTEROLOGY","Clinical Medicine"
"533","JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY","Clinical Medicine"
"534","CIRCULATION","Clinical Medicine"
"535","ANNALS OF INTERNAL MEDICINE","Clinical Medicine"
"536","Lancet Diabetes & Endocrinology","Clinical Medicine"
"537","Nature Reviews Endocrinology","Clinical Medicine"
"538","Lancet Respiratory Medicine","Clinical Medicine"
"539","EUROPEAN HEART JOURNAL","Clinical Medicine"
"540","EUROPEAN UROLOGY","Clinical Medicine"
"541","GUT","Clinical Medicine"
"542","Lancet Global Health","Clinical Medicine"
"543","Lancet Global Health","Clinical Medicine"
"544","Nature Reviews Gastroenterology & Hepatology","Clinical Medicine"
"545","JAMA Internal Medicine","Clinical Medicine"
"546","PLOS MEDICINE","Clinical Medicine"
"547","AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE","Clinical Medicine"
"548","JOURNAL OF CLINICAL INVESTIGATION","Clinical Medicine"
"549","ANNALS OF THE RHEUMATIC DISEASES","Clinical Medicine"
"550","LEUKEMIA","Clinical Medicine"
"551","BLOOD","Clinical Medicine"
"552","HEPATOLOGY","Clinical Medicine"
"553","CIRCULATION RESEARCH","Clinical Medicine"
"554","JNCI-Journal of the National Cancer Institute","Clinical Medicine"
"555","HUMAN REPRODUCTION UPDATE","Clinical Medicine"
"556","Annual Review of Medicine","Clinical Medicine"
"557","JOURNAL OF HEPATOLOGY","Clinical Medicine"
"558","MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT","Clinical Medicine"
"559","Nature Reviews Cardiology","Clinical Medicine"
"560","Nature Reviews Rheumatology","Clinical Medicine"
"561","AMERICAN JOURNAL OF GASTROENTEROLOGY","Clinical Medicine"
"562","INTENSIVE CARE MEDICINE","Clinical Medicine"
"563","SEMINARS IN CANCER BIOLOGY","Clinical Medicine"
"564","EMBO Molecular Medicine","Clinical Medicine"
"565","JAMA Pediatrics","Clinical Medicine"
"566","Nature Reviews Nephrology","Clinical Medicine"
"567","PROGRESS IN RETINAL AND EYE RESEARCH","Clinical Medicine"
"568","ANNALS OF ONCOLOGY","Clinical Medicine"
"569","DIABETES CARE","Clinical Medicine"
"570","Theranostics","Clinical Medicine"
"571","DIABETES","Clinical Medicine"
"572","CLINICAL CANCER RESEARCH","Clinical Medicine"
"573","ANNALS OF SURGERY","Clinical Medicine"
"574","CANCER RESEARCH","Clinical Medicine"
"575","JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY","Clinical Medicine"
"576","EUROPEAN RESPIRATORY JOURNAL","Clinical Medicine"
"577","THORAX","Clinical Medicine"
"578","BMC Medicine","Clinical Medicine"
"579","CANCER TREATMENT REVIEWS","Clinical Medicine"
"580","Journal of Cachexia Sarcopenia and Muscle","Clinical Medicine"
"581","BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER","Clinical Medicine"
"582","JACC-Cardiovascular Imaging","Clinical Medicine"
"583","JOURNAL OF INTERNAL MEDICINE","Clinical Medicine"
"584","GENETICS IN MEDICINE","Clinical Medicine"
"585","KIDNEY INTERNATIONAL","Clinical Medicine"
"586","Clinical Gastroenterology and Hepatology","Clinical Medicine"
"587","JACC-Cardiovascular Interventions","Clinical Medicine"
"588","AGEING RESEARCH REVIEWS","Clinical Medicine"
"589","Obesity Reviews","Clinical Medicine"
"590","JOURNAL OF HEART AND LUNG TRANSPLANTATION","Clinical Medicine"
"591","CLINICAL CHEMISTRY","Clinical Medicine"
"592","CRITICAL CARE MEDICINE","Clinical Medicine"
"593","JOURNAL OF PATHOLOGY","Clinical Medicine"
"594","JACC-Heart Failure","Clinical Medicine"
"595","Kidney International Supplements","Clinical Medicine"
"596","MOLECULAR THERAPY","Clinical Medicine"
"597","JOURNAL OF INVESTIGATIVE DERMATOLOGY","Clinical Medicine"
"598","Circulation-Heart Failure","Clinical Medicine"
"599","RADIOLOGY","Clinical Medicine"
"600","OPHTHALMOLOGY","Clinical Medicine"
"601","BRITISH JOURNAL OF SPORTS MEDICINE","Clinical Medicine"
"602","CANADIAN MEDICAL ASSOCIATION JOURNAL","Clinical Medicine"
"603","AMERICAN JOURNAL OF CLINICAL NUTRITION","Clinical Medicine"
"604","HAEMATOLOGICA","Clinical Medicine"
"605","Cancer Immunology Research","Clinical Medicine"
"606","BLOOD REVIEWS","Clinical Medicine"
"607","Journal of the American Medical Directors Association","Clinical Medicine"
"608","Journal of Crohns & Colitis","Clinical Medicine"
"609","JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY","Clinical Medicine"
"610","HYPERTENSION","Clinical Medicine"
"611","AMERICAN JOURNAL OF KIDNEY DISEASES","Clinical Medicine"
"612","Journal of Hematology & Oncology","Clinical Medicine"
"613","GASTROINTESTINAL ENDOSCOPY","Clinical Medicine"
"614","DIABETOLOGIA","Clinical Medicine"
"615","DIABETES OBESITY & METABOLISM","Clinical Medicine"
"616","EUROPEAN JOURNAL OF CANCER","Clinical Medicine"
"617","CHEST","Clinical Medicine"
"618","Cochrane Database of Systematic Reviews","Clinical Medicine"
"619","BASIC RESEARCH IN CARDIOLOGY","Clinical Medicine"
"620","Arthritis & Rheumatology","Clinical Medicine"
"621","CANCER LETTERS","Clinical Medicine"
"622","ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY","Clinical Medicine"
"623","Nature Reviews Urology","Clinical Medicine"
"624","MAYO CLINIC PROCEEDINGS","Clinical Medicine"
"625","JOURNAL OF NUCLEAR MEDICINE","Clinical Medicine"
"626","BRITISH JOURNAL OF HAEMATOLOGY","Clinical Medicine"
"627","Circulation-Cardiovascular Imaging","Clinical Medicine"
"628","JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE","Clinical Medicine"
"629","ALTEX-Alternatives to Animal Experimentation","Clinical Medicine"
"630","EXPERT REVIEWS IN MOLECULAR MEDICINE","Clinical Medicine"
"631","Circulation-Cardiovascular Interventions","Clinical Medicine"
"632","HEART","Clinical Medicine"
"633","CONTACT DERMATITIS","Clinical Medicine"
"634","Nanomedicine-Nanotechnology Biology and Medicine","Clinical Medicine"
"635","AMERICAN JOURNAL OF TRANSPLANTATION","Clinical Medicine"
"636","SEMINARS IN LIVER DISEASE","Clinical Medicine"
"637","JAMA Surgery","Clinical Medicine"
"638","OBSTETRICS AND GYNECOLOGY","Clinical Medicine"
"639","JOURNAL OF MEDICAL GENETICS","Clinical Medicine"
"640","CANCER","Clinical Medicine"
"641","ENDOSCOPY","Clinical Medicine"
"642","JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY","Clinical Medicine"
"643","BRITISH JOURNAL OF ANAESTHESIA","Clinical Medicine"
"644","AMERICAN JOURNAL OF MEDICINE","Clinical Medicine"
"645","BRITISH JOURNAL OF SURGERY","Clinical Medicine"
"646","MOLECULAR CANCER THERAPEUTICS","Clinical Medicine"
"647","SPORTS MEDICINE","Clinical Medicine"
"648","BRITISH JOURNAL OF CANCER","Clinical Medicine"
"649","JOURNAL OF THROMBOSIS AND HAEMOSTASIS","Clinical Medicine"
"650","ANESTHESIOLOGY","Clinical Medicine"
"651","EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING","Clinical Medicine"
"652","INTERNATIONAL JOURNAL OF CANCER","Clinical Medicine"
"653","JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM","Clinical Medicine"
"654","MODERN PATHOLOGY","Clinical Medicine"
"655","JOURNALS OF GERONTOLOGY SERIES A-BIOLOGICAL SCIENCES AND MEDICAL SCIENCES","Clinical Medicine"
"656","JOURNALS OF GERONTOLOGY SERIES A-BIOLOGICAL SCIENCES AND MEDICAL SCIENCES","Clinical Medicine"
"657","CARDIOVASCULAR RESEARCH","Clinical Medicine"
"658","RESUSCITATION","Clinical Medicine"
"659","INTERNATIONAL JOURNAL OF OBESITY","Clinical Medicine"
"660","CURRENT OPINION IN LIPIDOLOGY","Clinical Medicine"
"661","CANCER AND METASTASIS REVIEWS","Clinical Medicine"
"662","THROMBOSIS AND HAEMOSTASIS","Clinical Medicine"
"663","BREAST CANCER RESEARCH","Clinical Medicine"
"664","JOURNAL OF MOLECULAR DIAGNOSTICS","Clinical Medicine"
"665","PEDIATRICS","Clinical Medicine"
"666","JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME","Clinical Medicine"
"667","BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE","Clinical Medicine"
"668","EUROPEAN JOURNAL OF HEART FAILURE","Clinical Medicine"
"669","Journal of the American Heart Association","Clinical Medicine"
"670","JAMA Dermatology","Clinical Medicine"
"671","REVIEWS IN ENDOCRINE & METABOLIC DISORDERS","Clinical Medicine"
"672","ANNALS OF FAMILY MEDICINE","Clinical Medicine"
"673","BEST PRACTICE & RESEARCH CLINICAL ENDOCRINOLOGY & METABOLISM","Clinical Medicine"
"674","JOURNAL OF HYPERTENSION","Clinical Medicine"
"675","Journal of Thoracic Oncology","Clinical Medicine"
"676","CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY","Clinical Medicine"
"677","CLINICAL SCIENCE","Clinical Medicine"
"678","ANNALS OF EMERGENCY MEDICINE","Clinical Medicine"
"679","AMERICAN JOURNAL OF HEMATOLOGY","Clinical Medicine"
"680","BMJ Quality & Safety","Clinical Medicine"
"681","BMJ Quality & Safety","Clinical Medicine"
"682","ADDICTION","Clinical Medicine"
"683","ADDICTION","Clinical Medicine"
"684","AMERICAN JOURNAL OF SURGICAL PATHOLOGY","Clinical Medicine"
"685","CRITICAL CARE","Clinical Medicine"
"686","PERIODONTOLOGY 2000","Clinical Medicine"
"687","Lancet Haematology","Clinical Medicine"
"688","Nanomedicine","Clinical Medicine"
"689","INVESTIGATIVE RADIOLOGY","Clinical Medicine"
"690","CARCINOGENESIS","Clinical Medicine"
"691","JOURNAL OF MOLECULAR MEDICINE-JMM","Clinical Medicine"
"692","RADIOTHERAPY AND ONCOLOGY","Clinical Medicine"
"693","Journal of Stroke","Clinical Medicine"
"694","ONCOLOGIST","Clinical Medicine"
"695","Advances in Cancer Research","Clinical Medicine"
"696","MOLECULAR CARCINOGENESIS","Clinical Medicine"
"697","AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY","Clinical Medicine"
"698","JOURNAL OF UROLOGY","Clinical Medicine"
"699","AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY","Clinical Medicine"
"700","Clinical Journal of the American Society of Nephrology","Clinical Medicine"
"701","INTERNATIONAL JOURNAL OF CARDIOLOGY","Clinical Medicine"
"702","PROGRESS IN CARDIOVASCULAR DISEASES","Clinical Medicine"
"703","HUMAN REPRODUCTION","Clinical Medicine"
"704","CURRENT OPINION IN ONCOLOGY","Clinical Medicine"
"705","JOURNAL OF DENTAL RESEARCH","Clinical Medicine"
"706","REVISTA ESPANOLA DE CARDIOLOGIA","Clinical Medicine"
"707","Translational Research","Clinical Medicine"
"708","OSTEOARTHRITIS AND CARTILAGE","Clinical Medicine"
"709","Cardiovascular Diabetology","Clinical Medicine"
"710","JOURNAL OF MEDICAL INTERNET RESEARCH","Clinical Medicine"
"711","Annals of Intensive Care","Clinical Medicine"
"712","RHEUMATOLOGY","Clinical Medicine"
"713","AMERICAN JOURNAL OF SPORTS MEDICINE","Clinical Medicine"
"714","NEOPLASIA","Clinical Medicine"
"715","INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS","Clinical Medicine"
"716","CLINICAL NUTRITION","Clinical Medicine"
"717","Ocular Surface","Clinical Medicine"
"718","ENDOCRINE-RELATED CANCER","Clinical Medicine"
"719","LIVER INTERNATIONAL","Clinical Medicine"
"720","EXERCISE AND SPORT SCIENCES REVIEWS","Clinical Medicine"
"721","SEMINARS IN HEMATOLOGY","Clinical Medicine"
"722","ULTRASCHALL IN DER MEDIZIN","Clinical Medicine"
"723","Circulation-Arrhythmia and Electrophysiology","Clinical Medicine"
"724","FERTILITY AND STERILITY","Clinical Medicine"
"725","JOURNAL OF GASTROENTEROLOGY","Clinical Medicine"
"726","Blood Cancer Journal","Clinical Medicine"
"727","Gastric Cancer","Clinical Medicine"
"728","HEART RHYTHM","Clinical Medicine"
"729","BJU INTERNATIONAL","Clinical Medicine"
"730","INFLAMMATORY BOWEL DISEASES","Clinical Medicine"
"731","JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH","Clinical Medicine"
"732","JAMA Ophthalmology","Clinical Medicine"
"733","AMERICAN HEART JOURNAL","Clinical Medicine"
"734","Clinical Epigenetics","Clinical Medicine"
"735","Clinical Research in Cardiology","Clinical Medicine"
"736","BRITISH JOURNAL OF DERMATOLOGY","Clinical Medicine"
"737","ANGIOGENESIS","Clinical Medicine"
"738","European Heart Journal-Cardiovascular Imaging","Clinical Medicine"
"739","ORAL ONCOLOGY","Clinical Medicine"
"740","Circulation-Cardiovascular Quality and Outcomes","Clinical Medicine"
"741","CLINICAL NUCLEAR MEDICINE","Clinical Medicine"
"742","Journal of the National Comprehensive Cancer Network","Clinical Medicine"
"743","JOURNAL OF THE AMERICAN COLLEGE OF SURGEONS","Clinical Medicine"
"744","JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY","Clinical Medicine"
"745","ULTRASOUND IN OBSTETRICS & GYNECOLOGY","Clinical Medicine"
"746","Cancer Research and Treatment","Clinical Medicine"
"747","CURRENT OPINION IN RHEUMATOLOGY","Clinical Medicine"
"748","AMERICAN JOURNAL OF PATHOLOGY","Clinical Medicine"
"749","LABORATORY INVESTIGATION","Clinical Medicine"
"750","AGE AND AGEING","Clinical Medicine"
"751","GYNECOLOGIC ONCOLOGY","Clinical Medicine"
"752","ACADEMIC MEDICINE","Clinical Medicine"
"753","Journal of Breath Research","Clinical Medicine"
"754","CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES","Clinical Medicine"
"755","Clinical Implant Dentistry and Related Research","Clinical Medicine"
"756","CIRCULATION JOURNAL","Clinical Medicine"
"757","BJOG-AN INTERNATIONAL JOURNAL OF OBSTETRICS AND GYNAECOLOGY","Clinical Medicine"
"758","Wiley Interdisciplinary Reviews-Nanomedicine and Nanobiotechnology","Clinical Medicine"
"759","BREAST CANCER RESEARCH AND TREATMENT","Clinical Medicine"
"760","NEPHROLOGY DIALYSIS TRANSPLANTATION","Clinical Medicine"
"761","HEALTH TECHNOLOGY ASSESSMENT","Clinical Medicine"
"762","MEDICINE AND SCIENCE IN SPORTS AND EXERCISE","Clinical Medicine"
"763","CURRENT OPINION IN CLINICAL NUTRITION AND METABOLIC CARE","Clinical Medicine"
"764","EUROPACE","Clinical Medicine"
"765","Journal of Physiotherapy","Clinical Medicine"
"766","ARTHRITIS RESEARCH & THERAPY","Clinical Medicine"
"767","Archives of Disease in Childhood-Fetal and Neonatal Edition","Clinical Medicine"
"768","GENES CHROMOSOMES & CANCER","Clinical Medicine"
"769","ONCOLOGY RESEARCH","Clinical Medicine"
"770","SEMINARS IN ONCOLOGY","Clinical Medicine"
"771","LIVER TRANSPLANTATION","Clinical Medicine"
"772","SEMINARS IN ARTHRITIS AND RHEUMATISM","Clinical Medicine"
"773","ATHEROSCLEROSIS","Clinical Medicine"
"774","Therapeutic Advances in Medical Oncology","Clinical Medicine"
"775","DENTAL MATERIALS","Clinical Medicine"
"776","HELICOBACTER","Clinical Medicine"
"777","JOURNAL OF CLINICAL PERIODONTOLOGY","Clinical Medicine"
"778","Transplantation Reviews","Clinical Medicine"
"779","BEST PRACTICE & RESEARCH IN CLINICAL GASTROENTEROLOGY","Clinical Medicine"
"780","CANCER SCIENCE","Clinical Medicine"
"781","CLINICAL GENETICS","Clinical Medicine"
"782","JOURNAL OF PEDIATRICS","Clinical Medicine"
"783","Cancer Prevention Research","Clinical Medicine"
"784","Therapeutic Advances in Gastroenterology","Clinical Medicine"
"785","TRANSFUSION MEDICINE REVIEWS","Clinical Medicine"
"786","EuroIntervention","Clinical Medicine"
"787","Journal of Cystic Fibrosis","Clinical Medicine"
"788","JOURNAL OF ADOLESCENT HEALTH","Clinical Medicine"
"789","JOURNAL OF ADOLESCENT HEALTH","Clinical Medicine"
"790","AMERICAN JOURNAL OF OPHTHALMOLOGY","Clinical Medicine"
"791","ANESTHESIA AND ANALGESIA","Clinical Medicine"
"792","PROSTATE CANCER AND PROSTATIC DISEASES","Clinical Medicine"
"793","ANAESTHESIA","Clinical Medicine"
"794","XENOTRANSPLANTATION","Clinical Medicine"
"795","MAGNETIC RESONANCE IN MEDICINE","Clinical Medicine"
"796","NEUROSURGERY","Clinical Medicine"
"797","PROSTATE","Clinical Medicine"
"798","STEM CELLS AND DEVELOPMENT","Clinical Medicine"
"799","SEMINARS IN NEPHROLOGY","Clinical Medicine"
"800","LUNG CANCER","Clinical Medicine"
"801","ANNALS OF MEDICINE","Clinical Medicine"
"802","IEEE TRANSACTIONS ON MEDICAL IMAGING","Clinical Medicine"
"803","JOURNAL OF SCIENCE AND MEDICINE IN SPORT","Clinical Medicine"
"804","RESPIRATORY RESEARCH","Clinical Medicine"
"805","DISEASES OF THE COLON & RECTUM","Clinical Medicine"
"806","JOURNAL OF DERMATOLOGICAL SCIENCE","Clinical Medicine"
"807","Deutsches Arzteblatt International","Clinical Medicine"
"808","BONE","Clinical Medicine"
"809","ACTA ONCOLOGICA","Clinical Medicine"
"810","ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY","Clinical Medicine"
"811","Current Diabetes Reports","Clinical Medicine"
"812","Aging and Disease","Clinical Medicine"
"813","Journal of Translational Medicine","Clinical Medicine"
"814","TRANSPLANTATION","Clinical Medicine"
"815","Pediatric Obesity","Clinical Medicine"
"816","REJUVENATION RESEARCH","Clinical Medicine"
"817","ANNALS OF SURGICAL ONCOLOGY","Clinical Medicine"
"818","EUROPEAN RADIOLOGY","Clinical Medicine"
"819","ACTA DERMATO-VENEREOLOGICA","Clinical Medicine"
"820","EUROPEAN JOURNAL OF ANAESTHESIOLOGY","Clinical Medicine"
"821","CURRENT OPINION IN GASTROENTEROLOGY","Clinical Medicine"
"822","HEART FAILURE REVIEWS","Clinical Medicine"
"823","Journal of Cancer","Clinical Medicine"
"824","HEARING RESEARCH","Clinical Medicine"
"825","INTERNATIONAL JOURNAL OF NURSING STUDIES","Clinical Medicine"
"826","INTERNATIONAL JOURNAL OF NURSING STUDIES","Clinical Medicine"
"827","SEMINARS IN RADIATION ONCOLOGY","Clinical Medicine"
"828","SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES","Clinical Medicine"
"829","Surgery for Obesity and Related Diseases","Clinical Medicine"
"830","Alcohol Research-Current Reviews","Clinical Medicine"
"831","JOURNAL OF PARENTERAL AND ENTERAL NUTRITION","Clinical Medicine"
"832","SURGICAL ONCOLOGY-OXFORD","Clinical Medicine"
"833","SEMINARS IN THROMBOSIS AND HEMOSTASIS","Clinical Medicine"
"834","CANCER JOURNAL","Clinical Medicine"
"835","HEMATOLOGICAL ONCOLOGY","Clinical Medicine"
"836","JOURNAL OF GENERAL INTERNAL MEDICINE","Clinical Medicine"
