"";"JCR.Abbreviated.Title";"Full.Journal.Title";"Issn";"Subject.Category";"Discipline.Scientifique.OST";"Origine";"Abreviation"
"165";"ACTA CHIR ORTHOP TR";"ACTA CHIRURGIAE ORTHOPAEDICAE ET TRAUMATOLOGIAE CECHOSLOVACA";"0001-5415";"Orthopedics";"Recherche Médicale";"SCIE";"TC"
"166";"ACTA CHIROPTEROL";"ACTA CHIROPTEROLOGICA";"1508-1109";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"167";"ACTA CHROMATOGR";"ACTA CHROMATOGRAPHICA";"1233-2356";"Chemistry, Analytical";"Chimie";"SCIE";"EA"
"168";"ACTA CIR BRAS";"ACTA CIRURGICA BRASILEIRA";"0102-8650";"Surgery";"Recherche Médicale";"SCIE";"YA"
"169";"ACTA CLIN BELG";"ACTA CLINICA BELGICA";"1784-3286";"Medicine, General & Internal";"Recherche Médicale";"SCIE";"PY"
"170";"ACTA CLIN CROAT";"ACTA CLINICA CROATICA";"0353-9466";"Medicine, General & Internal";"Recherche Médicale";"SCIE";"PY"
"171";"ACTA CRYSTALLOGR A";"ACTA CRYSTALLOGRAPHICA A-FOUNDATION AND ADVANCES";"2053-2733";"Chemistry, Multidisciplinary";"Chimie";"SCIE";"DY"
"172";"ACTA CRYSTALLOGR A";"ACTA CRYSTALLOGRAPHICA A-FOUNDATION AND ADVANCES";"2053-2733";"Crystallography";"Chimie";"SCIE";"FI"
"173";"ACTA CRYSTALLOGR B";"ACTA CRYSTALLOGRAPHICA SECTION B-STRUCTURAL SCIENCE CRYSTAL ENGINEERING AND MATERIALS";"****-****";"Chemistry, Multidisciplinary";"Chimie";"SCIE";"DY"
"174";"ACTA CRYSTALLOGR B";"ACTA CRYSTALLOGRAPHICA SECTION B-STRUCTURAL SCIENCE CRYSTAL ENGINEERING AND MATERIALS";"****-****";"Crystallography";"Chimie";"SCIE";"FI"
"175";"ACTA CRYSTALLOGR C";"ACTA CRYSTALLOGRAPHICA SECTION C-STRUCTURAL CHEMISTRY";"2053-2296";"Chemistry, Multidisciplinary";"Chimie";"SCIE";"DY"
"176";"ACTA CRYSTALLOGR C";"ACTA CRYSTALLOGRAPHICA SECTION C-STRUCTURAL CHEMISTRY";"2053-2296";"Crystallography";"Chimie";"SCIE";"FI"
"177";"ACTA CRYSTALLOGR D";"ACTA CRYSTALLOGRAPHICA SECTION D-STRUCTURAL BIOLOGY";"2059-7983";"Biochemical Research Methods";"Biologie Fondamentale";"SCIE";"CO"
"178";"ACTA CRYSTALLOGR D";"ACTA CRYSTALLOGRAPHICA SECTION D-STRUCTURAL BIOLOGY";"2059-7983";"Biochemistry & Molecular Biology";"Biologie Fondamentale";"SCIE";"CQ"
"179";"ACTA CRYSTALLOGR D";"ACTA CRYSTALLOGRAPHICA SECTION D-STRUCTURAL BIOLOGY";"2059-7983";"Biophysics";"Biologie Fondamentale";"SCIE";"DA"
"180";"ACTA CRYSTALLOGR D";"ACTA CRYSTALLOGRAPHICA SECTION D-STRUCTURAL BIOLOGY";"2059-7983";"Crystallography";"Chimie";"SCIE";"FI"
"181";"ACTA CRYSTALLOGR F";"ACTA CRYSTALLOGRAPHICA SECTION F-STRUCTURAL BIOLOGY COMMUNICATIONS";"****-****";"Biochemical Research Methods";"Biologie Fondamentale";"SCIE";"CO"
"182";"ACTA CRYSTALLOGR F";"ACTA CRYSTALLOGRAPHICA SECTION F-STRUCTURAL BIOLOGY COMMUNICATIONS";"****-****";"Biochemistry & Molecular Biology";"Biologie Fondamentale";"SCIE";"CQ"
"183";"ACTA CRYSTALLOGR F";"ACTA CRYSTALLOGRAPHICA SECTION F-STRUCTURAL BIOLOGY COMMUNICATIONS";"****-****";"Biophysics";"Biologie Fondamentale";"SCIE";"DA"
"184";"ACTA CRYSTALLOGR F";"ACTA CRYSTALLOGRAPHICA SECTION F-STRUCTURAL BIOLOGY COMMUNICATIONS";"****-****";"Crystallography";"Chimie";"SCIE";"FI"
"185";"ACTA DERM-VENEREOL";"ACTA DERMATO-VENEREOLOGICA";"0001-5555";"Dermatology";"Recherche Médicale";"SCIE";"GA"
"186";"ACTA DERMATOVENER CR";"ACTA DERMATOVENEROLOGICA CROATICA";"1330-027X";"Dermatology";"Recherche Médicale";"SCIE";"GA"
"187";"ACTA DIABETOL";"ACTA DIABETOLOGICA";"0940-5429";"Endocrinology & Metabolism";"Recherche Médicale";"SCIE";"IA"
"188";"ACTA ENDOCRINOL-BUCH";"ACTA ENDOCRINOLOGICA-BUCHAREST";"1841-0987";"Endocrinology & Metabolism";"Recherche Médicale";"SCIE";"IA"
"189";"ACTA ENT MUS NAT PRA";"ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE";"0374-1036";"Entomology";"Biologie Appliquée-Ecologie";"SCIE";"IY"
"190";"ACTA ETHOL";"ACTA ETHOLOGICA";"0873-9749";"Behavioral Sciences";"Biologie Fondamentale";"SCIE";"CN"
"191";"ACTA ETHOL";"ACTA ETHOLOGICA";"0873-9749";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"192";"ACTA GASTRO-ENT BELG";"ACTA GASTRO-ENTEROLOGICA BELGICA";"1784-3227";"Gastroenterology & Hepatology";"Recherche Médicale";"SCIE";"KI"
"193";"ACTA GEOD GEOPHYS";"ACTA GEODAETICA ET GEOPHYSICA";"2213-5812";"Geochemistry & Geophysics";"Sciences de l'Univers";"SCIE";"GC"
"194";"ACTA GEODYN GEOMATER";"ACTA GEODYNAMICA ET GEOMATERIALIA";"1214-9705";"Geochemistry & Geophysics";"Sciences de l'Univers";"SCIE";"GC"
"195";"ACTA GEODYN GEOMATER";"ACTA GEODYNAMICA ET GEOMATERIALIA";"1214-9705";"Mining & Mineral Processing";"Sciences pour l'Ingénieur";"SCIE";"ZQ"
"196";"ACTA GEOGR SLOV";"ACTA GEOGRAPHICA SLOVENICA-GEOGRAFSKI ZBORNIK";"1581-6613";"Geography, Physical";"Sciences de l'Univers";"SCIE";"KV"
"197";"ACTA GEOL POL";"ACTA GEOLOGICA POLONICA";"0001-5709";"Geology";"Sciences de l'Univers";"SCIE";"KY"
"198";"ACTA GEOPHYS";"ACTA GEOPHYSICA";"1895-6572";"Geochemistry & Geophysics";"Sciences de l'Univers";"SCIE";"GC"
"199";"ACTA GEOTECH";"ACTA GEOTECHNICA";"1861-1125";"Engineering, Geological";"Sciences de l'Univers";"SCIE";"IX"
"200";"ACTA GEOTECH SLOV";"ACTA GEOTECHNICA SLOVENICA";"1854-0171";"Engineering, Geological";"Sciences de l'Univers";"SCIE";"IX"
"201";"ACTA HAEMATOL-BASEL";"ACTA HAEMATOLOGICA";"0001-5792";"Hematology";"Recherche Médicale";"SCIE";"MA"
"202";"ACTA HERPETOL";"ACTA HERPETOLOGICA";"1827-9635";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"203";"ACTA HISTOCHEM";"ACTA HISTOCHEMICA";"0065-1281";"Cell Biology";"Biologie Fondamentale";"SCIE";"DR"
"204";"ACTA HISTOCHEM CYTOC";"ACTA HISTOCHEMICA ET CYTOCHEMICA";"0044-5991";"Cell Biology";"Biologie Fondamentale";"SCIE";"DR"
"205";"ACTA ICHTHYOL PISCAT";"ACTA ICHTHYOLOGICA ET PISCATORIA";"0137-1592";"Fisheries";"Biologie Appliquée-Ecologie";"SCIE";"JU"
"206";"ACTA ICHTHYOL PISCAT";"ACTA ICHTHYOLOGICA ET PISCATORIA";"0137-1592";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"207";"ACTA INFORM";"ACTA INFORMATICA";"0001-5903";"Computer Science, Information Systems";"Sciences pour l'Ingénieur";"SCIE";"ET"
"208";"ACTA MATER";"ACTA MATERIALIA";"1359-6454";"Materials Science, Multidisciplinary";"Chimie";"SCIE";"PM"
"209";"ACTA MATER";"ACTA MATERIALIA";"1359-6454";"Metallurgy & Metallurgical Engineering";"Sciences pour l'Ingénieur";"SCIE";"PZ"
"210";"ACTA MATH APPL SIN-E";"ACTA MATHEMATICAE APPLICATAE SINICA-ENGLISH SERIES";"0168-9673";"Mathematics, Applied";"Mathématiques";"SCIE";"PN"
"211";"ACTA MATH HUNG";"ACTA MATHEMATICA HUNGARICA";"0236-5294";"Mathematics";"Mathématiques";"SCIE";"PQ"
"212";"ACTA MATH SCI";"ACTA MATHEMATICA SCIENTIA";"0252-9602";"Mathematics";"Mathématiques";"SCIE";"PQ"
"213";"ACTA MATH SIN";"ACTA MATHEMATICA SINICA-ENGLISH SERIES";"1439-8516";"Mathematics, Applied";"Mathématiques";"SCIE";"PN"
"214";"ACTA MATH SIN";"ACTA MATHEMATICA SINICA-ENGLISH SERIES";"1439-8516";"Mathematics";"Mathématiques";"SCIE";"PQ"
"215";"ACTA MATH-DJURSHOLM";"ACTA MATHEMATICA";"0001-5962";"Mathematics";"Mathématiques";"SCIE";"PQ"
"216";"ACTA MECH";"ACTA MECHANICA";"0001-5970";"Mechanics";"Sciences pour l'Ingénieur";"SCIE";"PU"
"217";"ACTA MECH SINICA-PRC";"ACTA MECHANICA SINICA";"0567-7718";"Engineering, Mechanical";"Sciences pour l'Ingénieur";"SCIE";"IU"
"218";"ACTA MECH SINICA-PRC";"ACTA MECHANICA SINICA";"0567-7718";"Mechanics";"Sciences pour l'Ingénieur";"SCIE";"PU"
"219";"ACTA MECH SOLIDA SIN";"ACTA MECHANICA SOLIDA SINICA";"0894-9166";"Materials Science, Multidisciplinary";"Chimie";"SCIE";"PM"
"220";"ACTA MECH SOLIDA SIN";"ACTA MECHANICA SOLIDA SINICA";"0894-9166";"Mechanics";"Sciences pour l'Ingénieur";"SCIE";"PU"
"221";"ACTA MED OKAYAMA";"ACTA MEDICA OKAYAMA";"0386-300X";"Medicine, Research & Experimental";"Recherche Médicale";"SCIE";"QA"
"222";"ACTA MEDICA MEDITERR";"ACTA MEDICA MEDITERRANEA";"0393-6384";"Medicine, General & Internal";"Recherche Médicale";"SCIE";"PY"
"223";"ACTA MEDICA PORT";"ACTA MEDICA PORTUGUESA";"1646-0758";"Medicine, General & Internal";"Recherche Médicale";"SCIE";"PY"
"224";"ACTA METALL SIN";"ACTA METALLURGICA SINICA";"0412-1961";"Metallurgy & Metallurgical Engineering";"Sciences pour l'Ingénieur";"SCIE";"PZ"
"225";"ACTA METALL SIN-ENGL";"ACTA METALLURGICA SINICA-ENGLISH LETTERS";"1006-7191";"Metallurgy & Metallurgical Engineering";"Sciences pour l'Ingénieur";"SCIE";"PZ"
"226";"ACTA MICROBIOL IMM H";"ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA";"1217-8950";"Immunology";"Recherche Médicale";"SCIE";"NI"
"227";"ACTA MICROBIOL IMM H";"ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA";"1217-8950";"Microbiology";"Biologie Fondamentale";"SCIE";"QU"
"228";"ACTA MONTAN SLOVACA";"ACTA MONTANISTICA SLOVACA";"1335-1788";"Geosciences, Multidisciplinary";"Sciences de l'Univers";"SCIE";"LE"
"229";"ACTA MONTAN SLOVACA";"ACTA MONTANISTICA SLOVACA";"1335-1788";"Mining & Mineral Processing";"Sciences pour l'Ingénieur";"SCIE";"ZQ"
"230";"ACTA NATURAE";"ACTA NATURAE";"2075-8251";"Cell Biology";"Biologie Fondamentale";"SCIE";"DR"
"231";"ACTA NEUROBIOL EXP";"ACTA NEUROBIOLOGIAE EXPERIMENTALIS";"0065-1400";"Neurosciences";"Biologie Fondamentale";"SCIE";"RU"
"232";"ACTA NEUROCHIR";"ACTA NEUROCHIRURGICA";"0001-6268";"Clinical Neurology";"Recherche Médicale";"SCIE";"RT"
"233";"ACTA NEUROCHIR";"ACTA NEUROCHIRURGICA";"0001-6268";"Surgery";"Recherche Médicale";"SCIE";"YA"
"234";"ACTA NEUROL BELG";"ACTA NEUROLOGICA BELGICA";"0300-9009";"Clinical Neurology";"Recherche Médicale";"SCIE";"RT"
"235";"ACTA NEUROL BELG";"ACTA NEUROLOGICA BELGICA";"0300-9009";"Neurosciences";"Biologie Fondamentale";"SCIE";"RU"
"236";"ACTA NEUROL SCAND";"ACTA NEUROLOGICA SCANDINAVICA";"0001-6314";"Clinical Neurology";"Recherche Médicale";"SCIE";"RT"
"237";"ACTA NEUROPATHOL";"ACTA NEUROPATHOLOGICA";"0001-6322";"Clinical Neurology";"Recherche Médicale";"SCIE";"RT"
"238";"ACTA NEUROPATHOL";"ACTA NEUROPATHOLOGICA";"0001-6322";"Neurosciences";"Biologie Fondamentale";"SCIE";"RU"
"239";"ACTA NEUROPATHOL";"ACTA NEUROPATHOLOGICA";"0001-6322";"Pathology";"Recherche Médicale";"SCIE";"TM"
"240";"ACTA NEUROPATHOL COM";"ACTA NEUROPATHOLOGICA COMMUNICATIONS";"2051-5960";"Neurosciences";"Biologie Fondamentale";"SCIE";"RU"
"241";"ACTA NEUROPSYCHIATR";"ACTA NEUROPSYCHIATRICA";"1601-5215";"Neurosciences";"Biologie Fondamentale";"SCIE";"RU"
"242";"ACTA NEUROPSYCHIATR";"ACTA NEUROPSYCHIATRICA";"1601-5215";"Psychiatry";"Recherche Médicale";"SCIE";"VE"
"243";"ACTA NUMER";"ACTA NUMERICA";"0962-4929";"Mathematics";"Mathématiques";"SCIE";"PQ"
"244";"ACTA OBSTET GYN SCAN";"ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA";"0001-6349";"Obstetrics & Gynecology";"Recherche Médicale";"SCIE";"SD"
"245";"ACTA OCEANOL SIN";"ACTA OCEANOLOGICA SINICA";"0253-505X";"Oceanography";"Sciences de l'Univers";"SCIE";"SI"
"246";"ACTA ODONTOL SCAND";"ACTA ODONTOLOGICA SCANDINAVICA";"0001-6357";"Dentistry, Oral Surgery & Medicine";"Recherche Médicale";"SCIE";"FY"
"247";"ACTA OECOL";"ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY";"1146-609X";"Ecology";"Biologie Appliquée-Ecologie";"SCIE";"GU"
"248";"ACTA ONCOL";"ACTA ONCOLOGICA";"0284-186X";"Oncology";"Recherche Médicale";"SCIE";"DM"
"249";"ACTA OPHTHALMOL";"ACTA OPHTHALMOLOGICA";"1755-375X";"Ophthalmology";"Recherche Médicale";"SCIE";"SU"
"250";"ACTA ORNITHOL";"ACTA ORNITHOLOGICA";"0001-6454";"Ornithology";"Biologie Appliquée-Ecologie";"SCIE";"TA"
"251";"ACTA ORTHOP";"ACTA ORTHOPAEDICA";"1745-3674";"Orthopedics";"Recherche Médicale";"SCIE";"TC"
"252";"ACTA ORTHOP TRAUMATO";"ACTA ORTHOPAEDICA ET TRAUMATOLOGICA TURCICA";"1017-995X";"Orthopedics";"Recherche Médicale";"SCIE";"TC"
"253";"ACTA ORTOP BRAS";"ACTA ORTOPEDICA BRASILEIRA";"1413-7852";"Orthopedics";"Recherche Médicale";"SCIE";"TC"
"254";"ACTA OTO-LARYNGOL";"ACTA OTO-LARYNGOLOGICA";"0001-6489";"Otorhinolaryngology";"Recherche Médicale";"SCIE";"TD"
"255";"ACTA OTORHINOLARYNGO";"ACTA OTORHINOLARYNGOLOGICA ITALICA";"0392-100X";"Otorhinolaryngology";"Recherche Médicale";"SCIE";"TD"
"256";"ACTA PAEDIATR";"ACTA PAEDIATRICA";"0803-5253";"Pediatrics";"Recherche Médicale";"SCIE";"TQ"
"257";"ACTA PALAEONTOL POL";"ACTA PALAEONTOLOGICA POLONICA";"0567-7920";"Paleontology";"Sciences de l'Univers";"SCIE";"TE"
"258";"ACTA PARASITOL";"ACTA PARASITOLOGICA";"1230-2821";"Parasitology";"Biologie Fondamentale";"SCIE";"TI"
"259";"ACTA PAUL ENFERM";"ACTA PAULISTA DE ENFERMAGEM";"0103-2100";"Nursing";"Recherche Médicale";"SCIE";"RZ"
"260";"ACTA PETROL SIN";"ACTA PETROLOGICA SINICA";"1000-0569";"Geology";"Sciences de l'Univers";"SCIE";"KY"
"261";"ACTA PHARM SIN B";"ACTA PHARMACEUTICA SINICA B";"2211-3835";"Pharmacology & Pharmacy";"Recherche Médicale";"SCIE";"TU"
"262";"ACTA PHARMACEUT";"ACTA PHARMACEUTICA";"1330-0075";"Pharmacology & Pharmacy";"Recherche Médicale";"SCIE";"TU"
"263";"ACTA PHARMACOL SIN";"ACTA PHARMACOLOGICA SINICA";"1671-4083";"Chemistry, Multidisciplinary";"Chimie";"SCIE";"DY"
"264";"ACTA PHARMACOL SIN";"ACTA PHARMACOLOGICA SINICA";"1671-4083";"Pharmacology & Pharmacy";"Recherche Médicale";"SCIE";"TU"
"265";"ACTA PHYS POL A";"ACTA PHYSICA POLONICA A";"0587-4246";"Physics, Multidisciplinary";"Physique";"SCIE";"UI"
"266";"ACTA PHYS POL B";"ACTA PHYSICA POLONICA B";"0587-4254";"Physics, Multidisciplinary";"Physique";"SCIE";"UI"
"267";"ACTA PHYS SIN-CH ED";"ACTA PHYSICA SINICA";"1000-3290";"Physics, Multidisciplinary";"Physique";"SCIE";"UI"
"268";"ACTA PHYS SLOVACA";"ACTA PHYSICA SLOVACA";"0323-0465";"Physics, Multidisciplinary";"Physique";"SCIE";"UI"
"269";"ACTA PHYS-CHIM SIN";"ACTA PHYSICO-CHIMICA SINICA";"1000-6818";"Chemistry, Physical";"Chimie";"SCIE";"EI"
"270";"ACTA PHYSIOL";"ACTA PHYSIOLOGICA";"1748-1708";"Physiology";"Biologie Fondamentale";"SCIE";"UM"
"271";"ACTA PHYSIOL PLANT";"ACTA PHYSIOLOGIAE PLANTARUM";"0137-5881";"Plant Sciences";"Biologie Appliquée-Ecologie";"SCIE";"DE"
"272";"ACTA PHYTOTAX GEOBOT";"ACTA PHYTOTAXONOMICA ET GEOBOTANICA";"1346-7565";"Plant Sciences";"Biologie Appliquée-Ecologie";"SCIE";"DE"
"273";"ACTA POL PHARM";"ACTA POLONIAE PHARMACEUTICA";"0001-6837";"Pharmacology & Pharmacy";"Recherche Médicale";"SCIE";"TU"
"274";"ACTA POLYM SIN";"ACTA POLYMERICA SINICA";"1000-3304";"Polymer Science";"Chimie";"SCIE";"UY"
"275";"ACTA POLYTECH HUNG";"ACTA POLYTECHNICA HUNGARICA";"1785-8860";"Engineering, Multidisciplinary";"Sciences pour l'Ingénieur";"SCIE";"IF"
"276";"ACTA PROTOZOOL";"ACTA PROTOZOOLOGICA";"0065-1583";"Microbiology";"Biologie Fondamentale";"SCIE";"QU"
"277";"ACTA PSYCHIAT SCAND";"ACTA PSYCHIATRICA SCANDINAVICA";"0001-690X";"Psychiatry";"Recherche Médicale";"SCIE";"VE"
"278";"ACTA RADIOL";"ACTA RADIOLOGICA";"0284-1851";"Radiology, Nuclear Medicine & Medical Imaging";"Recherche Médicale";"SCIE";"VY"
"279";"ACTA REUMATOL PORT";"ACTA REUMATOLOGICA PORTUGUESA";"0303-464X";"Rheumatology";"Recherche Médicale";"SCIE";"WH"
"280";"ACTA SCI POL-HORTORU";"ACTA SCIENTIARUM POLONORUM-HORTORUM CULTUS";"1644-0692";"Horticulture";"Biologie Appliquée-Ecologie";"SCIE";"MU"
"281";"ACTA SCI VET";"ACTA SCIENTIAE VETERINARIAE";"1678-0345";"Veterinary Sciences";"Recherche Médicale";"SCIE";"ZC"
"282";"ACTA SCI-AGRON";"ACTA SCIENTIARUM-AGRONOMY";"1807-8621";"Agronomy";"Biologie Appliquée-Ecologie";"SCIE";"AM"
"283";"ACTA SCI-TECHNOL";"ACTA SCIENTIARUM-TECHNOLOGY";"1806-2563";"Multidisciplinary Sciences";"Multidisciplinaire";"SCIE";"RO"
"284";"ACTA SOC BOT POL";"ACTA SOCIETATIS BOTANICORUM POLONIAE";"0001-6977";"Plant Sciences";"Biologie Appliquée-Ecologie";"SCIE";"DE"
"285";"ACTA TROP";"ACTA TROPICA";"0001-706X";"Parasitology";"Biologie Fondamentale";"SCIE";"TI"
"286";"ACTA TROP";"ACTA TROPICA";"0001-706X";"Tropical Medicine";"Recherche Médicale";"SCIE";"YU"
"287";"ACTA VET BRNO";"ACTA VETERINARIA BRNO";"0001-7213";"Veterinary Sciences";"Recherche Médicale";"SCIE";"ZC"
"288";"ACTA VET HUNG";"ACTA VETERINARIA HUNGARICA";"0236-6290";"Veterinary Sciences";"Recherche Médicale";"SCIE";"ZC"
"289";"ACTA VET SCAND";"ACTA VETERINARIA SCANDINAVICA";"0044-605X";"Veterinary Sciences";"Recherche Médicale";"SCIE";"ZC"
"290";"ACTA VET-BEOGRAD";"ACTA VETERINARIA-BEOGRAD";"0567-8315";"Veterinary Sciences";"Recherche Médicale";"SCIE";"ZC"
"291";"ACTA VIROL";"ACTA VIROLOGICA";"0001-723X";"Virology";"Biologie Fondamentale";"SCIE";"ZE"
"292";"ACTA ZOOL ACAD SCI H";"ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE";"1217-8837";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"293";"ACTA ZOOL BULGAR";"ACTA ZOOLOGICA BULGARICA";"0324-0770";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"294";"ACTA ZOOL-STOCKHOLM";"ACTA ZOOLOGICA";"0001-7272";"Anatomy & Morphology";"Biologie Fondamentale";"SCIE";"AY"
"295";"ACTA ZOOL-STOCKHOLM";"ACTA ZOOLOGICA";"0001-7272";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"296";"ACTAS ESP PSIQUIATRI";"ACTAS ESPANOLAS DE PSIQUIATRIA";"1139-9287";"Neurosciences";"Biologie Fondamentale";"SCIE";"RU"
"297";"ACTAS ESP PSIQUIATRI";"ACTAS ESPANOLAS DE PSIQUIATRIA";"1139-9287";"Psychiatry";"Recherche Médicale";"SCIE";"VE"
"298";"ACTAS UROL ESP";"ACTAS UROLOGICAS ESPANOLAS";"0210-4806";"Urology & Nephrology";"Recherche Médicale";"SCIE";"ZA"
"299";"ACUPUNCT MED";"ACUPUNCTURE IN MEDICINE";"0964-5284";"Integrative & Complementary Medicine";"Recherche Médicale";"SCIE";"OI"
"300";"ACUPUNCTURE ELECTRO";"ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH";"0360-1293";"Integrative & Complementary Medicine";"Recherche Médicale";"SCIE";"OI"
"301";"ACUPUNCTURE ELECTRO";"ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH";"0360-1293";"Neurosciences";"Biologie Fondamentale";"SCIE";"RU"
"302";"AD HOC NETW";"AD HOC NETWORKS";"1570-8705";"Computer Science, Information Systems";"Sciences pour l'Ingénieur";"SCIE";"ET"
"303";"AD HOC NETW";"AD HOC NETWORKS";"1570-8705";"Telecommunications";"Sciences pour l'Ingénieur";"SCIE";"YE"
"304";"AD HOC SENS WIREL NE";"AD HOC & SENSOR WIRELESS NETWORKS";"1551-9899";"Computer Science, Information Systems";"Sciences pour l'Ingénieur";"SCIE";"ET"
"305";"AD HOC SENS WIREL NE";"AD HOC & SENSOR WIRELESS NETWORKS";"1551-9899";"Telecommunications";"Sciences pour l'Ingénieur";"SCIE";"YE"
"306";"ADANSONIA";"ADANSONIA";"1280-8571";"Plant Sciences";"Biologie Appliquée-Ecologie";"SCIE";"DE"
"307";"ADAPT BEHAV";"ADAPTIVE BEHAVIOR";"1059-7123";"Computer Science, Artificial Intelligence";"Sciences pour l'Ingénieur";"SCIE";"EP"
"308";"ADAPT PHYS ACT Q";"ADAPTED PHYSICAL ACTIVITY QUARTERLY";"0736-5829";"Rehabilitation";"Recherche Médicale";"SCIE";"WC"
"309";"ADAPT PHYS ACT Q";"ADAPTED PHYSICAL ACTIVITY QUARTERLY";"0736-5829";"Sport Sciences";"Recherche Médicale";"SCIE";"XW"
"310";"ADDICT BEHAV";"ADDICTIVE BEHAVIORS";"0306-4603";"Substance Abuse";"Recherche Médicale";"SCIE";"GM"
"311";"ADDICT BIOL";"ADDICTION BIOLOGY";"1355-6215";"Biochemistry & Molecular Biology";"Biologie Fondamentale";"SCIE";"CQ"
"312";"ADDICT BIOL";"ADDICTION BIOLOGY";"1355-6215";"Substance Abuse";"Recherche Médicale";"SCIE";"GM"
"313";"ADDICTION";"ADDICTION";"0965-2140";"Psychiatry";"Recherche Médicale";"SCIE";"VE"
"314";"ADDICTION";"ADDICTION";"0965-2140";"Substance Abuse";"Recherche Médicale";"SCIE";"GM"
"315";"ADDIT MANUF";"ADDITIVE MANUFACTURING";"2214-8604";"Engineering, Manufacturing";"Sciences pour l'Ingénieur";"SCIE";"IK"
"316";"ADDIT MANUF";"ADDITIVE MANUFACTURING";"2214-8604";"Materials Science, Multidisciplinary";"Chimie";"SCIE";"PM"
"317";"ADICCIONES";"ADICCIONES";"0214-4840";"Substance Abuse";"Recherche Médicale";"SCIE";"GM"
"318";"ADIPOCYTE";"ADIPOCYTE";"2162-3945";"Endocrinology & Metabolism";"Recherche Médicale";"SCIE";"IA"
"319";"ADSORPT SCI TECHNOL";"ADSORPTION SCIENCE & TECHNOLOGY";"0263-6174";"Chemistry, Applied";"Chimie";"SCIE";"DW"
"320";"ADSORPT SCI TECHNOL";"ADSORPTION SCIENCE & TECHNOLOGY";"0263-6174";"Chemistry, Physical";"Chimie";"SCIE";"EI"
"321";"ADSORPT SCI TECHNOL";"ADSORPTION SCIENCE & TECHNOLOGY";"0263-6174";"Engineering, Chemical";"Sciences pour l'Ingénieur";"SCIE";"II"
"322";"ADSORPTION";"ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY";"0929-5607";"Chemistry, Physical";"Chimie";"SCIE";"EI"
"323";"ADSORPTION";"ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY";"0929-5607";"Engineering, Chemical";"Sciences pour l'Ingénieur";"SCIE";"II"
"324";"ADV AGRON";"ADVANCES IN AGRONOMY";"0065-2113";"Agronomy";"Biologie Appliquée-Ecologie";"SCIE";"AM"
"325";"ADV ANAT EMBRYOL CEL";"ADVANCES IN ANATOMY EMBRYOLOGY AND CELL BIOLOGY";"0301-5556";"Anatomy & Morphology";"Biologie Fondamentale";"SCIE";"AY"
"326";"ADV ANAT EMBRYOL CEL";"ADVANCES IN ANATOMY EMBRYOLOGY AND CELL BIOLOGY";"0301-5556";"Cell Biology";"Biologie Fondamentale";"SCIE";"DR"
"327";"ADV ANAT PATHOL";"ADVANCES IN ANATOMIC PATHOLOGY";"1072-4109";"Pathology";"Recherche Médicale";"SCIE";"TM"
"328";"ADV APPL CERAM";"ADVANCES IN APPLIED CERAMICS";"1743-6753";"Materials Science, Ceramics";"Chimie";"SCIE";"PK"
"329";"ADV APPL CLIFFORD AL";"ADVANCES IN APPLIED CLIFFORD ALGEBRAS";"0188-7009";"Mathematics, Applied";"Mathématiques";"SCIE";"PN"
"330";"ADV APPL CLIFFORD AL";"ADVANCES IN APPLIED CLIFFORD ALGEBRAS";"0188-7009";"Physics, Mathematical";"Physique";"SCIE";"UR"
"331";"ADV APPL MATH";"ADVANCES IN APPLIED MATHEMATICS";"0196-8858";"Mathematics, Applied";"Mathématiques";"SCIE";"PN"
"332";"ADV APPL MATH MECH";"ADVANCES IN APPLIED MATHEMATICS AND MECHANICS";"2070-0733";"Mathematics, Applied";"Mathématiques";"SCIE";"PN"
"333";"ADV APPL MATH MECH";"ADVANCES IN APPLIED MATHEMATICS AND MECHANICS";"2070-0733";"Mechanics";"Sciences pour l'Ingénieur";"SCIE";"PU"
"334";"ADV APPL MECH";"ADVANCES IN APPLIED MECHANICS";"0065-2156";"Engineering, Mechanical";"Sciences pour l'Ingénieur";"SCIE";"IU"
"335";"ADV APPL MECH";"ADVANCES IN APPLIED MECHANICS";"0065-2156";"Mechanics";"Sciences pour l'Ingénieur";"SCIE";"PU"
