UNITE;NOM JOURNAL OU CONF;NOM ARTICLE;AUTEURS;ADRESSE
;JOURNAL OF HEMATOLOGY & ONCOLOGY;POST-TRANSPLANT CYCLOPHOSPHAMIDE VERSUS ANTITHYMOCYTE GLOBULIN IN PATIENTS WITH ACUTE MYELOID LEUKEMIA IN FIRST COMPLETE REMISSION UNDERGOING ALLOGENEIC STEM CELL TRANSPLANTATION FROM 10/10 HLA-MATCHED UNRELATED DONORS;BULABOIS, CLAUDE ERIC;" CHU GRENOBLE, DEPT HEMATOL, GRENOBLE, FRANCE.; "
;CHINESE MEDICAL JOURNAL;A DEMONSTRATION PROJECT OF GLOBAL ALLIANCE AGAINST CHRONIC RESPIRATORY DISEASES: PREDICTION OF INTERACTIONS BETWEEN AIR POLLUTION AND ALLERGEN EXPOSURE-THE MOBILE AIRWAYS SENTINEL NETWORK-IMPACT OF AIR POLLUTION ON ASTHMA AND RHINITIS APPROACH;"PEPIN, JEAN LOUIS; JULLIAN-DESAYES, INGRID";" CHU GRENOBLE, F-38000 GRENOBLE, FRANCE.; "
;DEPRESSION AND ANXIETY;ASSOCIATION BETWEEN ANHEDONIA AND SUICIDAL EVENTS IN PATIENTS WITH MOOD DISORDERS: A 3-YEAR PROSPECTIVE STUDY;"BOUGEROL, THIERRY; DUBREUCQ, JULIEN; POLOSAN, MIRCEA; HOLTZMANN, JEROME";" CHU GRENOBLE, HOP NORD, CTR EXPERT DEPRESS RESISTANTE FONDAMENTAL, SERV PSYCHIAT ADULTE,CS 10217, GRENOBLE, FRANCE.; "
;EATING AND WEIGHT DISORDERS-STUDIES ON ANOREXIA BULIMIA AND OBESITY;POOR KIDNEY GRAFT SURVIVAL IN ANOREXIA NERVOSA PATIENTS;JANBON, BENEDICTE;" CHU GRENOBLE, SERV NEPHROL TRANSPLANTAT RENALE DIALYSE, GRENOBLE, FRANCE.; "
;EATING AND WEIGHT DISORDERS-STUDIES ON ANOREXIA BULIMIA AND OBESITY;POOR KIDNEY GRAFT SURVIVAL IN ANOREXIA NERVOSA PATIENTS;"GENEVIEVE, MAGALIE; MERVILLE, PIERRE; COMBE, CHRISTIAN; MOREAU, KARINE";" CHU GRENOBLE, SERV NEPHROL TRANSPLANTAT DIALYSE, BORDEAUX, FRANCE.; "
;HUMAN MUTATION;MANDIBULAR-PELVIC-PATELLAR SYNDROME IS A NOVELPITX1-RELATED DISORDER DUE TO ALTERATION OF PITX1 TRANSACTIVATION ABILITY;THEVENON, JULIEN;" CHU GRENOBLE, SERV GENET, SITE NORD, LA TRONCHE, FRANCE.; "
;ANDROLOGY;PANTOPRAZOLE, A PROTON-PUMP INHIBITOR, IMPAIRS HUMAN SPERM MOTILITY AND CAPACITATION IN VITRO;"RAY, PIERRE F.;";" CHU GRENOBLE ALPES, UM GI DPI, GRENOBLE, FRANCE.;"
;FRONTIERS IN IMMUNOLOGY;COVID-19: UNDERLYING ADIPOKINE STORM AND ANGIOTENSIN 1-7 UMBRELLA;MERY, GEOFFROY;" CHU GRENOBLE ALPES, SERV HOSP UNIV PNEUMOL PHYSIOL, LA TRONCHE, FRANCE.; "
;FRONTIERS IN IMMUNOLOGY;COVID-19: UNDERLYING ADIPOKINE STORM AND ANGIOTENSIN 1-7 UMBRELLA;EPAULARD, OLIVIER;" CHU GRENOBLE ALPES, SERV MALAD INFECT & TROP, LA TRONCHE, FRANCE.; "
;FRONTIERS IN IMMUNOLOGY;COVID-19: UNDERLYING ADIPOKINE STORM AND ANGIOTENSIN 1-7 UMBRELLA;BOREL, ANNE-LAURE;" CHU GRENOBLE ALPES, SERV NUTR, POLE DIGIDUNE, LA TRONCHE, FRANCE.; "
;FRONTIERS IN IMMUNOLOGY;COVID-19: UNDERLYING ADIPOKINE STORM AND ANGIOTENSIN 1-7 UMBRELLA;"TOUSSAINT, BERTRAND; LE GOUELLEC, AUDREY";" CHU GRENOBLE ALPES, SERV BIOCHIM BIOL MOL TOXICOL ENVIRONM, UM BIOCHIM ENZYMES & PROT, INST BIOL & PATHOL, LA TRONCHE, FRANCE.;"
;CLINICAL OTOLARYNGOLOGY;VASCULAR ENDOTHELIAL GROWTH FACTOR (VEGF) AND ENDOCRINE GLAND-VEGF (EG-VEGF) ARE DOWN REGULATED IN HEAD AND NECK CANCER;BROUILLET, SOPHIE;" CHU GRENOBLE, CTR CLIN & BIOL ASSISTANCE MED PROCREAT CECOS, HOP COUPLE ENFANT, LA TRONCHE, FRANCE.; "
;HUMAN BRAIN MAPPING;PROBABILISTIC MAPPING OF LANGUAGE NETWORKS FROM HIGH FREQUENCY ACTIVITY INDUCED BY DIRECT ELECTRICAL STIMULATION;"ALEXANDRE, SARAH; JOBB, ANNE-SOPHIE; DE PALMA, LUCA; MAIRESSE, MARIE-PIERRE; MINOTTI, LORELLA; KAHANE, PHILIPPE";" CHU GRENOBLE ALPES, POLE NEUROL PSYCHIAT, GRENOBLE, FRANCE.; "
;HUMAN BRAIN MAPPING;PROBABILISTIC MAPPING OF LANGUAGE NETWORKS FROM HIGH FREQUENCY ACTIVITY INDUCED BY DIRECT ELECTRICAL STIMULATION;HOFFMANN, DOMINIQUE;" CHU GRENOBLE ALPES, POLE TETE & COU, GRENOBLE, FRANCE.;"
;BRITISH JOURNAL OF HAEMATOLOGY;LONG-TERM FOLLOW-UP OF CHILDREN WITH RISK ORGAN-NEGATIVE LANGERHANS CELL HISTIOCYTOSIS AFTER 2-CHLORODEOXYADENOSINE TREATMENT;PAGNIER, ANNE;" CHU GRENOBLE, DEPT PEDIAT HEMATOL & ONCOL, GRENOBLE, FRANCE.; "
;EUROPEAN JOURNAL OF NEUROLOGY;DECIPHERING THE NATURAL HISTORY OF SCA7 IN CHILDREN;"DUBOIS, F.;";" CHU GRENOBLE ALPES, HOP COUPLE ENFANT, SERV PEDIAT SPECIALITE, GRENOBLE, FRANCE.; "
;CRITICAL CARE;CHLORHEXIDINE-IMPREGNATED SPONGE VERSUS CHLORHEXIDINE GEL DRESSING FOR SHORT-TERM INTRAVASCULAR CATHETERS: WHICH ONE IS BETTER?;SCHWEBEL, CAROLE;" CHU GRENOBLE ALPES, MED INTENS REANIMAT, GRENOBLE, FRANCE.; "
;PACE-PACING AND CLINICAL ELECTROPHYSIOLOGY;IMPLANTABLE CARDIAC DEFIBRILLATOR LEADS DYSFUNCTION AFTER LVAD IMPLANTATION;"DEFAYE, PASCAL; BOIGNARD, AUDE";" CHU MICHALLON, DEPT CARDIOL & CARDIOVASC SURG, GRENOBLE, FRANCE.; "
;NATURE REVIEWS DRUG DISCOVERY;BRAIN ENERGY RESCUE: AN EMERGING THERAPEUTIC CONCEPT FOR NEURODEGENERATIVE DISORDERS OF AGEING;SAUDOU, FREDERIC;" CHU GRENOBLE ALPES, GRENOBLE INST NEUROSCI, INSERM U1216, GRENOBLE, FRANCE.; "
;FRONTIERS IN NEUROLOGY;GENETIC AND PHENOTYPIC BASIS OF AUTOSOMAL DOMINANT PARKINSON'S DISEASE IN A LARGE MULTI-CENTER COHORT;OUVRARD-HERNANDEZ, ANNE-MARIE;" CHU GRENOBLE, SERV NEUROL, GRENOBLE, FRANCE.; "
;NEUROLOGY;DEMENTIA AND SUBTHALAMIC DEEP BRAIN STIMULATION IN PARKINSON DISEASE A LONG-TERM OVERVIEW;"BOVE, FRANCESCO; FRAIX, VALERIE; CAVALLIERI, FRANCESCO; LHOMMEE, EUGENIE; BICHON, AMELIE; MEONI, SARA; PELISSLER, PIERRE; KISTNER, ANDREA; CHEVRIER, ERIC; ARDOUIN, CLAIRE; KRACK, PAUL; CASTRIOTO, ANNA; MORO, ELENA";" CHU GRENOBLE ALPES, MOVEMENT DISORDERS UNIT, GRENOBLE, FRANCE.; "
;NEUROLOGY;DEMENTIA AND SUBTHALAMIC DEEP BRAIN STIMULATION IN PARKINSON DISEASE A LONG-TERM OVERVIEW;"BENABID, ALIM LOUIS; CHABARDES, STEPHAN; SEIGNEURET, ERIC";" CHU GRENOBLE ALPES, NEUROSURG DEPT, GRENOBLE, FRANCE.; "
;BONE;ALENDRONATE OR ZOLEDRONIC ACID DO NOT IMPAIR WOUND HEALING AFTER TOOTH EXTRACTION IN POSTMENOPAUSAL WOMEN WITH OSTEOPOROSIS;CHATEL, CECILE;" CHU GRENOBLE, SERV CHIRURG PLAST & MAXILLOFACIALE, F-38000 GRENOBLE, FRANCE.; "
;BIOLOGY OF BLOOD AND MARROW TRANSPLANTATION;RISK FACTORS FOR GRAFT-VERSUS-HOST DISEASE IN HAPLOIDENTICAL HEMATOPOIETIC CELL TRANSPLANTATION USING POST-TRANSPLANT CYCLOPHOSPHAMIDE;CAHN, JEAN-YVES;" CHU GRENOBLE ALPES, DEPT HEMATOL, GRENOBLE, FRANCE.; "
;HEART RHYTHM;REAL-WORLD EXPERIENCE OF LEADLESS LEFT VENTRICULAR ENDOCARDIAL CARDIAC RESYNCHRONIZATION THERAPY: A MULTICENTER INTERNATIONAL REGISTRY OF THE WISE-CRT PACING SYSTEM;DEFAYE, PASCAL;" CHU GRENOBLE ALPES, GRENOBLE, FRANCE.; "
;RESUSCITATION;RELATIONSHIP BETWEEN HEMODYNAMIC PARAMETERS AND CEREBRAL BLOOD FLOW DURING CARDIOPULMONARY RESUSCITATION;"DEBATY, GUILLAUME; LABARERE, JOSE";" UNIV GRENOBLE ALPS, CHU GRENOBLE ALPES, CNRS, TIMC IMAG UMR 5525, GRENOBLE, FRANCE.; "
;CORTEX;USING TOOLS EFFECTIVELY DESPITE DEFECTIVE HAND POSTURE: A SINGLE-CASE STUDY;"NAEGELE, BERNADETTE; DETANTE, OLIVIER";" CHU GRENOBLE ALPES, NEUROL VASC, GRENOBLE, FRANCE.; "
;CORTEX;USING TOOLS EFFECTIVELY DESPITE DEFECTIVE HAND POSTURE: A SINGLE-CASE STUDY;JAILLARD, ASSIA;" CHU GRENOBLE ALPES, IRMAGE, GRENOBLE, FRANCE.; "
;CORTEX;SPATIOTEMPORAL PATTERNS OF SENSORIMOTOR FMRI ACTIVITY INFLUENCE HAND MOTOR RECOVERY IN SUBACUTE STROKE: A LONGITUDINAL TASK-RELATED FMRI STUDY;JAILLARD, ASSIA;" CHUGA, UNITE IRM 3T RECH IRMAGE, INSERM US 17 CNRS UMS 3552 UGA, GRENOBLE, FRANCE.; "
;CORTEX;SPATIOTEMPORAL PATTERNS OF SENSORIMOTOR FMRI ACTIVITY INFLUENCE HAND MOTOR RECOVERY IN SUBACUTE STROKE: A LONGITUDINAL TASK-RELATED FMRI STUDY;JAILLARD, ASSIA;" CHUGA, POLE RECH, GRENOBLE, FRANCE.;"
;MEDECINE ET MALADIES INFECTIEUSES;IMMUNE PROFILE AT HIV INFECTION DIAGNOSIS: EVOLUTION IN THE FRENCH ALPS AREA OVER THE LAST 20 YEARS;"GUENEAU, R.;; DUFRESNE, S.;; LECLERCQ, P.;; EPAULARD, O.;";" CHU GRENOBLE ALPES, SERV MALAD INFECT, GRENOBLE, FRANCE.; "
;RESPIRATORY MEDICINE;PNEUMOCYSTIS PNEUMONIA AFTER LUNG TRANSPLANTATION: A RETROSPECTIVE MULTICENTER STUDY;CLAUSTRE, JOHANNA;" CHU GRENOBLE ALPES, SERV HOSP UNIV PNEUMOL PHYSIOL, GRENOBLE, FRANCE.; "
;JOURNAL OF VISCERAL SURGERY;SOFFCO-MM GUIDELINES FOR THE RESUMPTION OF BARIATRIC AND METABOLIC SURGERY DURING AND AFTER THE COVID-19 PANDEMIC;"RECHE, F.;";" CHU GRENOBLE ALPES, SERV CHIRURG DIGEST, GRENOBLE, FRANCE.; "
;TOXINS;WARNING ON FALSE OR TRUE MORELS AND BUTTON MUSHROOMS WITH POTENTIAL TOXICITY LINKED TO HYDRAZINIC TOXINS: AN UPDATE;LAGRANGE, EMMELINE;" GRENOBLE UNIV HOSP, CHUGA, POLE NEUROL, EFSN, F-38000 GRENOBLE, FRANCE.; "
;JOURNAL OF CLINICAL MEDICINE;STRATEGY FOR USE OF GENOME-WIDE NON-INVASIVE PRENATAL TESTING FOR RARE AUTOSOMAL ANEUPLOIDIES AND UNBALANCED STRUCTURAL CHROMOSOMAL ANOMALIES;SATRE, VERONIQUE;" CHU GRENOBLE ALPES, GENET CHROMOSOM, AVE MAQUIS GRESIVAUDAN, F-38700 LA TRONCHE, FRANCE.; "
;ARCHIVES DES MALADIES PROFESSIONNELLES ET DE L ENVIRONNEMENT;EVIDENCES FOR A POSSIBLE AIRBORNE TRANSMISSION OF SARS-COV-2 IN THE COVID-19 CRISIS;"BONNETERRE, V.;";" CHU GRENOBLE ALPES, SERV HOSP UNIV MED & SANTE TRAVAIL, F-38700 LA TRONCHE, FRANCE.; "
;INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES;MODULATING THE CROSSTALK BETWEEN THE TUMOR AND ITS MICROENVIRONMENT USING RNA INTERFERENCE: A TREATMENT STRATEGY FOR HEPATOCELLULAR CARCINOMA;"DECAENS, THOMAS; MACEK JILKOVA, ZUZANA";" CHU GRENOBLE ALPES, POLE DIGIDUNE, SERV HEPATOGASTROENTEROL, F-38700 LA TRONCHE, FRANCE.;"
;ARCHIVES OF CARDIOVASCULAR DISEASES;PATENT FORAMEN OVALE CLOSURE IN CHILDREN WITHOUT CARDIOPATHY: CHILD-PFO STUDY;DOUCHIN, STEPHANIE;" CHU GRENOBLE, DEPT CARDIOL, M3 C REG REFERENCE CHD CTR, F-38700 LA TRONCHE, FRANCE.; "
;SEMINARS IN ARTHRITIS AND RHEUMATISM;EVALUATION OF THE IMPACT OF A NURSE-LED PROGRAM OF SYSTEMATIC SCREENING OF COMORBIDITIES IN PATIENTS WITH AXIAL SPONDYLOARTHRITIS: THE RESULTS OF THE COMEDSPA PROSPECTIVE, CONTROLLED, ONE YEAR RANDOMIZED TRIAL;GAUDIN, PHILIPPE;" CHU GRENOBLE, RHEUMATOL DEPT, GRENOBLE, FRANCE.; "
;CLINICAL KIDNEY JOURNAL;PROSPECTS FOR IMPROVED GLOMERULAR FILTRATION RATE ESTIMATION BASED ON CREATININE-RESULTS FROM A TRANSNATIONAL MULTICENTRE STUDY;ROSTAING, LIONEL;" CHU GRENOBLE ALPES, SERV NEPHROL HEMODIALYSE APHERESES & TRANSPLANTAT, HOP MICHALLON, LA TRONCHE, FRANCE.; "
;CLINICAL GENETICS;FETAL MEGACYSTIS-MICROCOLON: GENETIC MUTATIONAL SPECTRUM AND IDENTIFICATION OF PDCL3 AS A NOVEL CANDIDATE GENE;RENDU, JOHN;" CHU GRENOBLE, UNITE MED GENET MOL, INSERM, U1216, GRENOBLE, FRANCE.; "
;ANNALS OF INTERNAL MEDICINE;LONG-TERM RITUXIMAB USE TO MAINTAIN REMISSION OF ANTINEUTROPHIL CYTOPLASMIC ANTIBODY-ASSOCIATED VASCULITIS A RANDOMIZED TRIAL;CARRON, PIERRE-LOUIS;" CHU GRENOBLE ALPES, GRENOBLE, FRANCE.; "
;AMERICAN JOURNAL OF HUMAN GENETICS;MUTATIONS IN MYLPF CAUSE A NOVEL SEGMENTAL AMYOPLASIA THAT MANIFESTS AS DISTAL ARTHROGRYPOSIS;DIETERICH, KLAUS;" CHU GRENOBLE ALPES, GENET MED, DEPT MED GENET, F-38700 GRENOBLE, FRANCE.; "
;AMERICAN JOURNAL OF HUMAN GENETICS;MUTATIONS IN MYLPF CAUSE A NOVEL SEGMENTAL AMYOPLASIA THAT MANIFESTS AS DISTAL ARTHROGRYPOSIS;"FAURE, JULIEN; RENDU, JOHN; LATYPOVA, XENIA";" CHU GRENOBLE ALPES, BIOCHIM GENET & MOL, F-38700 GRENOBLE, FRANCE.; "
;FRONTIERS IN ONCOLOGY;IMPAIRMENT OF BASE EXCISION REPAIR IN DERMAL FIBROBLASTS ISOLATED FROM NEVOID BASAL CELL CARCINOMA PATIENTS;"BOURGOIN-VOILLARD, SANDRINE; SEVE, MICHEL";" CHU GRENOBLE ALPES, PROMETHEE PROTE PLATFORM, INST BIOL & PATHOL, LA TRONCHE, FRANCE.; "
;PARASITE IMMUNOLOGY;PROSPECTIVE STUDY OF SERUM AND AQUEOUS HUMOUR ANTI-HSP70.1 IGG ANTIBODY LEVELS IN OCULAR TOXOPLASMOSIS;"CHUMPITAZI, BERNABE; FRICKER-HIDALGO, HELENE; BRENIER-PINCHART, MARIE-PIERRE; PELLOUX, HERVE";" CHU GRENOBLE ALPES, LAB PARASITOL & MYCOL, GRENOBLE, FRANCE.; "
;WORLD JOURNAL OF UROLOGY;TIMING AND DELAY OF RADICAL PROSTATECTOMY DO NOT LEAD TO ADVERSE ONCOLOGIC OUTCOMES: RESULTS FROM A LARGE EUROPEAN COHORT AT THE TIMES OF COVID-19 PANDEMIC;"FIARD, GAELLE; DESCOTES, JEAN-LUC";" CHU GRENOBLE, UROL DEPT, GRENOBLE, FRANCE.; "
;JOURNAL OF CLINICAL ONCOLOGY;RANDOMIZED TRIAL COMPARING DOUBLE VERSUS TRIPLE BORTEZOMIB-BASED REGIMEN IN PATIENTS WITH MULTIPLE MYELOMA AND ACUTE KIDNEY INJURY DUE TO CAST NEPHROPATHY;PEGOURIE, BRIGITTE;" CHU GRENOBLE, DEPT HEMATOL, GRENOBLE, FRANCE.; "
;JOURNAL OF CLINICAL APHERESIS;EFFECT OF IMMUNOADSORPTION ALONE OR COMBINED WITH MEMBRANE FILTRATION ON HEMOSTASIS PARAMETERS;"MARLU, RAPHAEL; SEYVE, LANDRY; CHRISTOPHE, MARYVONNE";" CHU, HAEMOSTASIS LAB, GRENOBLE, FRANCE.; "
;JOURNAL OF CLINICAL APHERESIS;EFFECT OF IMMUNOADSORPTION ALONE OR COMBINED WITH MEMBRANE FILTRATION ON HEMOSTASIS PARAMETERS;"BENNANI, HAMZA NACIRI; MALVEZZI, PAOLO; JANBON, BENEDICTE; NOBLE, JOHAN; MOTTE, LIONEL; IMERZOUKENE, FARIDA; CHEVALLIER, ELOI; ROSTAING, LIONEL; JOUVE, THOMAS";" CHU GRENOBLE, NEPHROL HEMODIALYSE APHERESES & TRANSPLANTAT RENA, GRENOBLE, FRANCE.; "
;JOURNAL OF NEURO-ONCOLOGY;RADIATION THERAPY COMBINED WITH INTRACEREBRAL CONVECTION-ENHANCED DELIVERY OF CISPLATIN OR CARBOPLATIN FOR TREATMENT OF THE F98 RAT GLIOMA;BALOSSO, JACQUES;" CHU GRENOBLE ALPES, SERV RADIOTHERAPIE, F-38700 LA TRONCHE, FRANCE.; "
;PLOS ONE;PHYSICAL ACTIVITY AND LUNG FUNCTION-CAUSE OR CONSEQUENCE?;PIN, ISABELLE;" CHU GRENOBLE ALPES, DEPT PEDIAT, GRENOBLE, FRANCE.; "
;TRIALS;EFFICACY, SAFETY AND COST-EFFECTIVENESS OF A WEB-BASED PLATFORM DELIVERING THE RESULTS OF A BIOMARKER-BASED PREDICTIVE MODEL OF BIOTHERAPY RESPONSE FOR RHEUMATOID ARTHRITIS PATIENTS: A PROTOCOL FOR A RANDOMIZED MULTICENTER SINGLE-BLIND ACTIVE CONTROLLED CLINICAL TRIAL (PREDIRA);"BAILLET, ATHAN; NGUYEN, MINH VU CHUONG; GAUDIN, PHILIPPE";" CHU GRENOBLE, DEPT RHEUMATOL, ECHIROLLES, FRANCE.; "
;CLINICAL MICROBIOLOGY AND INFECTION;TOXOPLASMA GONDII-SPECIFIC IGG AVIDITY TESTING IN PREGNANT WOMEN;"GARNAUD, C.;; FRICKER-HIDALGO, H.;; BRENIER-PINCHART, M.; -P.;; PELLOUX, H.;";" CHU GRENOBLE ALPES, PARASITOL MYCOL, GRENOBLE, FRANCE.; "
;BRITISH JOURNAL OF CLINICAL PHARMACOLOGY;PHARMACOKINETIC HERB-DRUG INTERACTION BETWEEN GINGER AND CRIZOTINIB;"REVOL, BRUNO; FOUILHE SAM-LAI, NATHALIE";" CHU GRENOBLE ALPES, CTR REG PHARMACOVIGILANCE, POLE SANTE PUBL, GRENOBLE, FRANCE.; "
;BRITISH JOURNAL OF CLINICAL PHARMACOLOGY;PHARMACOKINETIC HERB-DRUG INTERACTION BETWEEN GINGER AND CRIZOTINIB;"GAUTIER-VEYRET, ELODIE; MCLEER-FLORIN, ANNE";" CHU GRENOBLE ALPES, POLE BIOL & PATHOL, GRENOBLE, FRANCE.; "
;BRITISH JOURNAL OF CLINICAL PHARMACOLOGY;PHARMACOKINETIC HERB-DRUG INTERACTION BETWEEN GINGER AND CRIZOTINIB;"ARRIVE, CAPUCINE; PLUCHART, HELENE";" CHU GRENOBLE ALPES, POLE PHARM, GRENOBLE, FRANCE.; "
;BRITISH JOURNAL OF CLINICAL PHARMACOLOGY;PHARMACOKINETIC HERB-DRUG INTERACTION BETWEEN GINGER AND CRIZOTINIB;"PINSOLLE, JULIAN; TOFFART, ANNE-CLAIRE";" CHU GRENOBLE ALPES, CLIN PNEUMOL, UNITE ONCOL THORAC, POLE THORAX & VAISSEAUX, GRENOBLE, FRANCE.;"
;REVUE FRANCAISE D ALLERGOLOGIE;ALLERGOLOGY TRAINING IN FRANCE IN 2020;"NAKARA, K.;";" CHU GRENOBLE ALPES, DES ALLERGOL, GRENOBLE, FRANCE.; "
;ORTHOPAEDICS & TRAUMATOLOGY-SURGERY & RESEARCH;LOWER-LIMB FLIP-FLAP: A SIMPLE RELIABLE MODIFICATION OF ADIPOFASCIAL FLAP FOR EXTENSIVE TIBIAL CREST CUTANEOUS DEFECT;FORLI, ALEXANDRA;" CTR HOSP UNIV GRENOBLE, UNITE CHIRURG PLAST MEMBRES MAIN & BRULES, CHU GRENOBLE, ALPES HOP SUD, GRENOBLE, FRANCE.;"
;ENVIRONMENTAL RESEARCH;CHARACTERIZATION OF CHRONIC OBSTRUCTIVE PULMONARY DISEASE IN DAIRY FARMERS;DEGANO, BRUNO;" CHU GRENOBLE ALPES, SERV HOSP UNIV PNEUMOL PHYSIOL, POLE THORAX & VAISSEAUX, GRENOBLE, FRANCE.; "
;GUT;RECURRENT CHROMOSOMAL REARRANGEMENTS OF ROS1, FRK AND IL6 ACTIVATING JAK/STAT PATHWAY IN INFLAMMATORY HEPATOCELLULAR ADENOMAS;STURM, NATHALIE;" CHU, SERV ANATOMOPATHOL, GRENOBLE, FRANCE.; "
;CLINICS AND RESEARCH IN HEPATOLOGY AND GASTROENTEROLOGY;NON-INVASIVE FIBROSIS TESTS TO PREDICT COMPLICATIONS IN COMPENSATED POST-HEPATITIS C CIRRHOSIS;"ZARSKI, JEAN-PIERRE; DAVID-TCHOUDA, SANDRA; TROCME, CANDICE; MARGIER, JENNIFER; VILOTITCH, ANTOINE; HILLERET, MARIE-NOELLE; CAGNOT, CAROLE; BOURSIER, VALERIE; ZIOL, MARIANNE; SUTTON, ANGELA; LAYESE, RICHARD; AUDUREAU, ETIENNE; ROUDOT-THORAVAL, FRANCOISE; NAHON, PIERRE";" CHU GRENOBLE, GASTROENTEROL & HEPATOL, CS 10217, F-38043 GRENOBLE, FRANCE.;"
;CLINICAL LUNG CANCER;IMMUNE CHECKPOINT INHIBITORS RECHALLENGE EFFICACY IN NON-SMALL-CELL LUNG CANCER PATIENTS;"GOBBINI, ELISA; TOFFART, ANNE CLAIRE; MORO-SIBILOT, DENIS; LEVRA, MATTEO GIAJ";" CHU GRENOBLE ALPES, THORAC ONCOL UNIT SHUPP, GRENOBLE, FRANCE.; "
;GYNECOLOGIE OBSTETRIQUE FERTILITE & SENOLOGIE;PREVENTION OF POSTOPERATIVE OR ASSOCIATED OF CARE PELVIC INFLAMMATORY DISEASES. IS THERE A NEED FOR ANTIBIOTIC PROPHYLAXIS FOR FIRST TRIMESTER SURGICAL-INDUCED ABORTION TO PREVENT PELVIC INFLAMMATORY DISEASES? CNGOF GOOD PRACTICE POINTS;STAHL, J-P;" CHU GRENOBLE, HOP MICHALLON, SERV MALAD INFECT & TROP, F-38043 GRENOBLE, FRANCE.; "
;ANNALES DE BIOLOGIE CLINIQUE;RECOMMENDATIONS FOR ACYLCARNITINE PROFILE ANALYSIS;"CORNE, CHRISTELLE; VAN NOOLEN, LAETITIA";" CHU GRENOBLE ALPES, SERV BIOCHIM BIOL MOL & TOXICOL ENVIRONM, LAB MALAD HEREDITAIRES METAB, GRENOBLE, FRANCE.; "
;ANNALES DE BIOLOGIE CLINIQUE;RECOMMENDATIONS TOR URINARY ORGANIC ACIDS ANALYSIS;"VAN NOOLEN, LAETITIA; CORNE, CHRISTELLE";" CHU GRENOBLE ALPES, SERV BIOCHIM BIOL MOL & TOXICOL ENVIRONM, LAB MALAD HEREDITAIRES METAB, GRENOBLE, FRANCE.; "
;ANNALES DE BIOLOGIE CLINIQUE;RECOMMENDATIONS FOR AMINOACIDS CHROMATOGRAPHY ANALYSIS;"CORNE, CHRISTELLE; VAN NOOLEN, LAETITIA";" CHU GRENOBLE ALPES, SERV BIOCHIM BIOL MOL & TOXICOL ENVIRONM, LAB MALAD HEREDITAIRES METAB, GRENOBLE, FRANCE.; "
;EUROPEAN ANNALS OF OTORHINOLARYNGOLOGY-HEAD AND NECK DISEASES;THE FRENCH NATIONAL COCHLEAR IMPLANT REGISTRY (EPIIC): RESULTS, QUALITY OF LIFE, QUESTIONNAIRES, ACADEMIC AND PROFESSIONAL LIFE;"SCHMERBER, S.;";" CHU GRENOBLE, LA TRONCHE, FRANCE.; "
;THERAPIE;LIQUID FORMULATION OF IFOSFAMIDE INCREASED RISK OF ENCEPHALOPATHY: A CASE-CONTROL STUDY IN A PEDIATRIC POPULATION;LEPELLEY, MARION;" CHU GRENOBLE ALPES, DEPT PUBL HLTH, CRPV, F-38700 GRENOBLE, FRANCE.; "
;IRANIAN JOURNAL OF KIDNEY DISEASES;IMPACT OF CIRCULATING SARS-COV-2 MUTANT G614 ON THE COVID-19 PANDEMIC;ROSTAING, LIONEL;" CHU GRENOBLE ALPES, SERV NEPHROL HEMODIALYSE APHERESES & TRANSPLANTAT, GRENOBLE, FRANCE.; "
;PLOS NEGLECTED TROPICAL DISEASES;THE COVID-19 PANDEMIC SHOULD NOT JEOPARDIZE DENGUE CONTROL;STAHL, JEAN-PAUL;" CHUGA, GRENOBLE, FRANCE.; "
;RMD OPEN;PART OF PAIN LABELLED NEUROPATHIC IN RHEUMATIC DISEASE MIGHT BE RATHER NOCIPLASTIC;GRANGE, LAURENT;" CHU GRENOBLE, GRENOBLE, FRANCE.; "
;ANNALS OF INTENSIVE CARE;EXPERT CONSENSUS-BASED CLINICAL PRACTICE GUIDELINES MANAGEMENT OF INTRAVASCULAR CATHETERS IN THE INTENSIVE CARE UNIT;CALVINO-GUNTHER, SILVIA;" CHU GRENOBLE ALPES, REANIMAT MED POLE URGENCES MED, F-38000 GRENOBLE, FRANCE.; "
;JOURNAL OF CLINICAL ONCOLOGY;PHASE II STUDY OF PEMBROLIZUMAB AS FIRST-LINE, SINGLE-DRUG THERAPY FOR PATIENTS WITH UNRESECTABLE CUTANEOUS SQUAMOUS CELL CARCINOMAS;LECCIA, MARIE-THERESE;" CHU GRENOBLE, GRENOBLE, FRANCE.; "
;INTENSIVE CARE MEDICINE;POSITIVE END-EXPIRATORY PRESSURE-INDUCED RECRUITED LUNG VOLUME MEASURED BY VOLUME-PRESSURE CURVES IN ACUTE RESPIRATORY DISTRESS SYNDROME: A PHYSIOLOGIC SYSTEMATIC REVIEW AND META-ANALYSIS;TERZI, NICOLAS;" CHU GRENOBLE ALPES, MED INTENS REANIMAT, GRENOBLE, FRANCE.; "
;LEUKEMIA;PROGNOSTIC VALUE OF HIGH-SENSITIVITY MEASURABLE RESIDUAL DISEASE ASSESSMENT AFTER FRONT-LINE CHEMOIMMUNOTHERAPY IN CHRONIC LYMPHOCYTIC LEUKEMIA;JACOB, MARIE-CHRISTINE;" CHU GRENOBLE ALPES, LAB HEMATOL, GRENOBLE ALPES, FRANCE.; "
