halId_s;version_i;uri_s;docType_s;doiId_s;nntId_s;title_s;subTitle_s;authFullName_s;producedDate_s;domain_s;journalTitle_s;journalPublisher_s;volume_s;number_s;page_s;en_keyword_s;keyword_s;fr_keyword_s;conferenceTitle_s;conferenceStartDate_s;country_s;language_s;inPress_bool
hal-02341323;1;https://hal.archives-ouvertes.fr/hal-02341323;ART;10.1016/j.ejrad.2017.11.004;;Diagnostic performance of CT signs for predicting adnexal torsion in women presenting with an adnexal mass and abdominal pain: A case-control study;;Caroline Mandoul,Cécile Verheyden,Fernanda Curros-Doyon,Gauthier Rathat,Patrice Taourel,Ingrid Millet;2018;0.sdv;European Journal of Radiology;Elsevier;98;;75--81;Computed tomography,Abdominal pain,Humans,Reproducibility of Results,Female,Retrospective Studies,Adult,Middle Aged,Case-Control Studies,Predictive Value of Tests,Tomography,X-Ray Computed,Adnexa,Adnexa Uteri,Adnexal Diseases,Ovarian mass,Torsion,Torsion Abnormality;Computed tomography,Abdominal pain,Humans,Reproducibility of Results,Female,Retrospective Studies,Adult,Middle Aged,Case-Control Studies,Predictive Value of Tests,Tomography,X-Ray Computed,Adnexa,Adnexa Uteri,Adnexal Diseases,Ovarian mass,Torsion,Torsion Abnormality;;;;;en;false
hal-01903947;1;https://hal-ifp.archives-ouvertes.fr/hal-01903947;ART;10.3791/56671;;Obtaining 3D Chemical Maps by Energy Filtered Transmission Electron Microscopy Tomography;;Lucian Roiban,Loïc Sorbier,Charles Hirlimann,Ovidiu Ersen;01/01/2018;0.chim,1.chim.anal;Journal of visualized experiments : JoVE;JoVE;136;;E56671;Catalyst support,Titania alumina,Silica alumina,Analytical tomography,EFTEM tomography,3D chemical mapping;Catalyst support,Titania alumina,Silica alumina,Analytical tomography,EFTEM tomography,3D chemical mapping;;;;;en;false
hal-02326517;1;https://hal-univ-lyon1.archives-ouvertes.fr/hal-02326517;ART;10.1107/S1600577518004861;;High-speed tomography under extreme conditions at the PSICHE beamline of the SOLEIL Synchrotron;;E. Boulard,A. King,N. Guignot,J. -P. Deslandes,Y. Le Godec,Jean-Philippe Perrillat,A. Clark,G. Morard,J. -P. Itie;2018;0.sdu;Journal of Synchrotron Radiation;International Union of Crystallography;25;;818--825;High pressure,Melt,X-ray absorption tomography;High pressure,Melt,X-ray absorption tomography;;;;;en;false
hal-01713372;1;https://hal-univ-rennes1.archives-ouvertes.fr/hal-01713372;ART;10.3390/rs10010109;;Urban area tomography using a sparse representation based two-dimensional spectral analysis technique;;L. Liang,X. Li,Laurent Ferro-Famil,H. Guo,L. Zhang,W. Wu;14/01/2018;0.info,1.info.info-ni,0.spi,1.spi.tron;Remote Sensing;MDPI;10;;109;Urban environment,Synthetic aperture radar,Compressive sensing,SAR Tomography;Urban environment,Synthetic aperture radar,Compressive sensing,SAR Tomography;;;;;en;false
hal-02355926;1;https://hal-agrosup-dijon.archives-ouvertes.fr/hal-02355926;ART;10.1051/epjconf/201818802001;;Neutron imaging and tomography: Applications in food science;;Camille Loupiac,Simone Scussat,Arnaud Hélary,Sylvain Desert,Frédéric Ott;2018;0.sdv,1.sdv.aen;EPJ Web of Conferences;EDP Sciences;188;;2001;;;;;;;en;false
hal-01893580;1;https://hal-univ-orleans.archives-ouvertes.fr/hal-01893580;ART;10.1016/j.expthermflusci.2017.12.018;;An experimental study on turbulent premixed expanding flames using simultaneously Schlieren and tomography techniques;;Pierre Brequigny,Charles Endouard,Christine Mounaïm-Rousselle,Fabrice Foucher;2018-07;0.spi;Experimental Thermal and Fluid Science;Elsevier;95;;nov-17;Spherical expanding flame,Turbulent flame speed,Iso-octane-air mixture;Spherical expanding flame,Turbulent flame speed,Iso-octane-air mixture;;;;;en;false
hal-02083362;1;https://hal.archives-ouvertes.fr/hal-02083362;ART;10.1680/jgele.18.00035;;Breakage mechanisms of highly porous particles in 1D compression revealed by X-ray tomography;;G. Guida,F Casini,G.M.B Viggiani,Edward Ando,G. Viggiani;2018-06;0.phys,1.phys.meca,2.phys.meca.solid,0.phys,1.phys.meca,2.phys.meca.mema,0.phys,1.phys.cond,2.phys.cond.cm-ms,0.phys,1.phys.cond,2.phys.cond.cm-sm,0.spi,1.spi.mat;Géotechnique Letters;ICE Publishing;8;;155-160;Particle crushing/crushability,In situ testing,Compressibility;Particle crushing/crushability,In situ testing,Compressibility;;;;;en;false
hal-01800787;1;https://hal.archives-ouvertes.fr/hal-01800787;ART;10.1007/s11242-018-1055-9;;Fast Tracking of Fluid Invasion Using Time-Resolved Neutron Tomography;;Clément Jailin,Maddi Etxegarai,E. Tudisco,S. Hall,S. Roux;2018;0.phys,1.phys.meca,2.phys.meca.mema,0.phys,1.phys.meca,2.phys.meca.msmeca,0.spi,1.spi.mat,0.spi,1.spi.signal;Transport in Porous Media;Springer Verlag;;;;Pressure-driven flow,Neutron tomography,4D in-situ measurement,Model-driven inverse problem,Proper Generalized Decomposition;Pressure-driven flow,Neutron tomography,4D in-situ measurement,Model-driven inverse problem,Proper Generalized Decomposition;;;;;en;false
hal-02361529;1;https://hal.archives-ouvertes.fr/hal-02361529;ART;10.1167/iovs.17-23513;;A Population Study of Common Ocular Abnormalities in C57BL/6N rd8 Mice;;Bret Moore,Michel Roux,Lionel Sebbag,Ann Cooper,Sydney Edwards,Brian Leonard,Denise Imai,Stephen Griffey,Lynette Bower,Dave Clary,K. Lloyd,Yann Hérault,Sara Thomasy,Christopher Murphy,Ala Moshiri;2018;0.sdv,1.sdv.mhep,2.sdv.mhep.os,0.sdv,1.sdv.gen,2.sdv.gen.ga;Investigative Ophthalmology & Visual Science;Association for Research in Vision and Ophthalmology;59;;2252;Knockout animals,Mouse models,Genetic diseases,Morphometry,Optical coherence tomography;Knockout animals,Mouse models,Genetic diseases,Morphometry,Optical coherence tomography;;;;;en;false
hal-02337852;1;https://hal.archives-ouvertes.fr/hal-02337852;ART;10.1016/j.diii.2017.11.003;;Detection and characterization of focal liver lesions with ultra-low dose computed tomography in neoplastic patients;;A. Larbi,C. Orliac,J. Frandon,F. Pereira,A. Ruyer,J. Goupil,F. Macri,J. P. Beregi,J. Greffier;2018;0.sdv;Diagnostic and Interventional Imaging;Elsevier;99;;311--320;Oncology,Radiation Dosage,X-Ray Computed,Humans,Reproducibility of Results,Female,Male,Adult,Aged,Liver Neoplasms,Middle Aged,80 and over,Tomography,Computed tomography CT,Focal liver lesion,Iterative reconstruction,Lesion detection;Oncology,Radiation Dosage,X-Ray Computed,Humans,Reproducibility of Results,Female,Male,Adult,Aged,Liver Neoplasms,Middle Aged,80 and over,Tomography,Computed tomography CT,Focal liver lesion,Iterative reconstruction,Lesion detection;;;;;en;false
hal-02000319;1;https://hal-amu.archives-ouvertes.fr/hal-02000319;ART;;;Functioning Mediastinal Paraganglioma Associated with a Germline Mutation of von Hippel-Lindau Gene;;Thibault Bahougne,Pauline Romanet,Amira Mohamed,Kevin Caselles,Thomas Cuny,Anne Barlier,Patricia Niccoli;2018;0.sdv,1.sdv.gen,2.sdv.gen.gh;Journal of Clinical Medicine;MDPI;7;;;Von Hippel-Lindau disease,Paraganglioma,Hemangioblastoma,Hypertension;Von Hippel-Lindau disease,Paraganglioma,Hemangioblastoma,Hypertension;;;;;en;false
hal-02345562;1;https://hal.archives-ouvertes.fr/hal-02345562;ART;10.1007/s00414-017-1656-9;;Age estimation at death using pubic bone analysis of a virtual reference sample;;Frédéric Savall,Fabrice Hérin,Pierre Antoine Peyron,Daniel Rougé,Eric Baccino,Pauline Saint-Martin,Norbert Telmon;2018;0.sdv;International Journal of Legal Medicine;Springer Verlag;132;;609--615;Age at death,Computed tomography,Humans,Reproducibility of Results,Female,Male,Retrospective Studies,Adolescent,Adult,Aged,Middle Aged,80 and over,Young Adult,France,Imaging,Three-Dimensional,Multidetector Computed Tomography,Age Determination by Skeleton,Bayes Theorem,Forensic anthropology,French,Pubic Symphysis,Reference sample;Age at death,Computed tomography,Humans,Reproducibility of Results,Female,Male,Retrospective Studies,Adolescent,Adult,Aged,Middle Aged,80 and over,Young Adult,France,Imaging,Three-Dimensional,Multidetector Computed Tomography,Age Determination by Skeleton,Bayes Theorem,Forensic anthropology,French,Pubic Symphysis,Reference sample;;;;;en;false
hal-02282953;1;https://hal.archives-ouvertes.fr/hal-02282953;ART;;;Investigation of the effect of porosity on the high cycle fatigue behaviour of cast Al-Si alloy by X-ray micro-tomography;;Viet-Duc Le,Nicolas Saintier,Franck Morel,Daniel Bellett,Pierre Osmond;2018;0.spi,1.spi.meca,2.spi.meca.mema;International Journal of Fatigue;Elsevier;106;;24-37;Tomography,Fatigue,Cast aluminium alloys,Defect;Tomography,Fatigue,Cast aluminium alloys,Defect;;;;;en;false
hal-01831884;1;https://hal.archives-ouvertes.fr/hal-01831884;ART;10.1007/s11265-018-1403-6;;3D Tomography back-projection parallelization on Intel FPGAs using OpenCL;;Maxime Martelli,Nicolas Gac,Alain Mérigot,Cyrille Enderli;2018;0.spi,1.spi.signal;Journal of Signal Processing Systems;Springer;;;;OpenCL,FPGA,GPU,Tomography Reconstruction,High-Level Synthesis;OpenCL,FPGA,GPU,Tomography Reconstruction,High-Level Synthesis;;;;;en;false
hal-02156637;2;https://hal.archives-ouvertes.fr/hal-02156637v2;ART;10.1093/gji/ggy188;;High-resolution surface wave tomography of the European crust and uppermost mantle from ambient seismic noise;;Yang Lu,Laurent Stehly,Anne Paul,Alparray Working Group;2018;0.sdu,1.sdu.stu,2.sdu.stu.gp;Geophysical Journal International;Oxford University Press (OUP);214;;1136-1150;Europe,Tomography,Seismic noise;Europe,Tomography,Seismic noise;;;;;en;false
hal-02181675;1;https://hal.archives-ouvertes.fr/hal-02181675;ART;10.1016/j.joca.2017.11.008;;Qualitative and quantitative assessment of cartilage degeneration using full-field optical coherence tomography ex vivo;;R. Pailhé,A. Mounier,B. Boisson,R. Rouchy,Sandrine Voros,E. Chipon,I. Boudry,M. Medici,C. Hughes,A. Moreau-Gaudry;2018-02;0.sdv;Osteoarthritis and Cartilage;Elsevier;26;;285-292;Quantitative characterization,Cartilage,Full-field optical coherence tomography,Imaging,Osteoarthritis,Profile topography;Quantitative characterization,Cartilage,Full-field optical coherence tomography,Imaging,Osteoarthritis,Profile topography;;;;;en;false
hal-01813259;1;https://hal.archives-ouvertes.fr/hal-01813259;ART;10.1002/2017JB015154;;Seismicity\, Deformation\, and Metamorphism in the Western Hellenic Subduction Zone: New Constraints From Tomography;;Felix Halpaap,Stéphane Rondenay,Lars Ottemöller;2018-04;0.sdu,1.sdu.stu;Journal of Geophysical Research : Solid Earth;American Geophysical Union;123;;3000 - 3026;;;;;;;en;false
hal-02102352;1;https://hal.archives-ouvertes.fr/hal-02102352;ART;10.1093/ecco-jcc/jjy124;;Lower Subcutaneous or Visceral Adiposity Assessed by Abdominal Computed Tomography Could Predict Adverse Outcome in Patients With Crohn’s Disease;;Claire Thiberge,Cloe Charpentier,André Gillibert,Romain Modzelewski,Jean-Nicolas Dacher,Guillaume Savoye,Céline Savoye-Collet;28/12/2018;0.sdv;Journal of Crohn's and Colitis;Elsevier - Oxford University Press;12;;1429-1437;Body composition,Computed tomography,Crohn's disease;Body composition,Computed tomography,Crohn's disease;;;;;en;false
hal-01591039;1;https://hal.archives-ouvertes.fr/hal-01591039;ART;10.1111/jmi.12606;;Registration of phase-contrast images in propagation-based X-ray phase tomography;;L. Weber,A. Hänsch,U. Wolfram,A. Pacureanu,P. Cloetens,F. Peyrin,S. Rit,M. Langer;2018;0.sdv,1.sdv.ib,2.sdv.ib.ima;Journal of Microscopy;Wiley;269;;36-47;X-ray imaging,Artefacts,Nanotomography,Phase tomography,Simulation,Registration;X-ray imaging,Artefacts,Nanotomography,Phase tomography,Simulation,Registration;;;;;en;false
hal-02976199;1;https://hal.archives-ouvertes.fr/hal-02976199;ART;10.1038/s41598-018-22891-9;;3D nanopetrography and chemical imaging of datable zircons by synchrotron multimodal X-ray tomography;;J. -P. Suuronen,M. Sayab;2018;0.phys;Scientific Reports;Nature Publishing Group;8;;4747-1-4747-13;U-TH-PB,DETRITAL ZIRCONS,GEOCHRONOLOGY,ACHIEVEMENTS,DIFFRACTION,PROVENANCE,MAGMATISM,SYSTEMS,ICPMS,ROCKS;U-TH-PB,DETRITAL ZIRCONS,GEOCHRONOLOGY,ACHIEVEMENTS,DIFFRACTION,PROVENANCE,MAGMATISM,SYSTEMS,ICPMS,ROCKS;;;;;en;false
hal-02976366;1;https://hal.archives-ouvertes.fr/hal-02976366;ART;10.1038/s41598-018-30545-z;;Characterizing pearls structures using X-ray phase-contrast and neutron imaging: a pilot study;;D. Micieli,D. Di Martino,M. Musa,L. Gori,A. Kaestner,A. Bravin,A. Mittone,R. Navone,G. Gorini;2018;0.sdv;Scientific Reports;Nature Publishing Group;8;;12118-1-12118-9;CULTURED PEARLS,TOMOGRAPHY,MICROTOMOGRAPHY,RESOLUTION;CULTURED PEARLS,TOMOGRAPHY,MICROTOMOGRAPHY,RESOLUTION;;;;;en;false
hal-02976395;1;https://hal.archives-ouvertes.fr/hal-02976395;ART;10.1038/s41598-018-28269-1;;3D Maps of Mineral Composition and Hydroxyapatite Orientation in Fossil Bone Samples Obtained by X-ray Diffraction Computed Tomography;;Fredrik K. Murer,Sophie Sanchez,Michelle Alvarez-Murga,Marco Di Michiel,Franz Pfeiffer,Martin Bech,Dag W. Breiby;2018;0.sdu,1.sdu.stu,2.sdu.stu.pg,0.chim,1.chim.mate;Scientific Reports;Nature Publishing Group;8;;10052;MUSCLE ATTACHMENT,APATITE CRYSTALS,SCATTERING,MICROSCOPY,PALEOHISTOLOGY,NANOSTRUCTURE,SPECIMENS,ENTHESES,TENDONS,WORLD;MUSCLE ATTACHMENT,APATITE CRYSTALS,SCATTERING,MICROSCOPY,PALEOHISTOLOGY,NANOSTRUCTURE,SPECIMENS,ENTHESES,TENDONS,WORLD;;;;;en;false
hal-02381282;1;https://hal.archives-ouvertes.fr/hal-02381282;ART;;;Swept-source optical coherence tomography microsystem with an integrated Mirau interferometer and electrothermal micro-scanner;;Przemyslaw Piotr Struk,Sylwester Bargiel,Quentin Tanguy,Fernando Eleazar Garcia Ramirez,Nicolas Passilly,Philippe Lutz,Olivier Gaiffe,H Xie,Christophe Gorecki;2018;0.spi,1.spi.acou,0.spi,1.spi.mat,0.spi,1.spi.nano,0.spi,1.spi.auto,0.info,1.info.info-ds;Optics Letters;;43;;4847-4850;;;;;;;en;false
hal-02148590;1;https://hal.univ-lille.fr/hal-02148590;ART;;;A new pharmacokinetic model for Y-ibritumomab tiuxetan based on 3-dimensional dosimetry.;;Franck Morschhauser,B Dekyndt,C Baillet,C Barthélémy,E Malek,J Fulcrand,P Bigot,D Huglo,B Décaudin,N Simon,P Odou;05/10/2018;0.sdv;Scientific Reports;Nature Publishing Group;8;;14860;;;;;;;en;false
hal-01950706;1;https://hal.archives-ouvertes.fr/hal-01950706;ART;10.3390/e20120977;;Bayesian 3D X-ray Computed Tomography with a Hierarchical Prior model for Sparsity in Haar Transform domain;;Li Wang,Ali Mohammad-Djafari,Nicolas Gac,Mircea Dumitru;21/12/2018;0.spi,1.spi.signal;Entropy;MDPI;;;;X-ray Computed Tomography,Inverse problem,Sparsity,Hierarchical structure,14 Generalized Student-t distribution,Haar transformation 15;X-ray Computed Tomography,Inverse problem,Sparsity,Hierarchical structure,14 Generalized Student-t distribution,Haar transformation 15;;;;;en;false
hal-01830346;1;https://hal.archives-ouvertes.fr/hal-01830346;ART;10.1016/j.virol.2018.01.021;;Cryo-EM structure of a Marseilleviridae virus particle reveals a large internal microassembly;;Kenta Okamoto,Naoyuki Miyazaki,Hemanth Reddy,Max Hantke,Filipe Maia,Daniel Larsson,Chantal Abergel,Jean-Michel Claverie,Janos Hajdu,Kazuyoshi Murata,Martin Svenda;2018-03;0.sdv,1.sdv.mp,2.sdv.mp.vir;Virology;Elsevier;516;;239 - 245;Structure,Tomography,Protein complex,Amoeba,Capsid,Cryo-electron microscopy,Marseilleviridae,Melbournevirus,NCLDV,Virus;Structure,Tomography,Protein complex,Amoeba,Capsid,Cryo-electron microscopy,Marseilleviridae,Melbournevirus,NCLDV,Virus;;;;;en;false
hal-01738263;1;https://hal.umontpellier.fr/hal-01738263;ART;10.1016/j.cca.2017.12.025;;Point-of-care creatinine testing in patients receiving contrast-enhanced computed tomography scan;;Anne-Sophie Bargnoux,Olivier Beaufils,Maryse Oguike,Aurélie Lopasso,Anne-Marie Dupuy,Mustapha Sebbane,Stéphanie Badiou,Pierre Fesler,Jean-Paul Cristol;2018-03;0.sdv,0.sdv,1.sdv.mhep;Clinica Chimica Acta;Elsevier;478;;111 - 113;Point-of-care testing,Creatinine,Contrast-enhanced computed tomography-scans,Emergency department;Point-of-care testing,Creatinine,Contrast-enhanced computed tomography-scans,Emergency department;;;;;en;false
hal-01677854;1;https://hal-mines-paristech.archives-ouvertes.fr/hal-01677854;ART;10.1016/j.mechmat.2017.11.002;;Study of the plastic deformation behaviour of ductile polymers: Use of the material key curves;;S. Agnelli,F. Baldi,L. Castellani,K. Pisoni,M. Vighi,Lucien Laiarinandrasana;2018;0.phys,1.phys.cond,2.phys.cond.cm-ms;Mechanics of Materials;Elsevier;117;;105-115;Material key curves,Plastic deformation mechanisms,Synchrotron Radiation Tomography,ABS,Load separation principle;Material key curves,Plastic deformation mechanisms,Synchrotron Radiation Tomography,ABS,Load separation principle;;;;;en;false
hal-02294341;1;https://hal.archives-ouvertes.fr/hal-02294341;ART;10.1016/j.compositesa.2018.05.020;;X-ray micro-computed-tomography characterization of cracks induced by thermal cycling in non-crimp 3D orthogonal woven composite materials with porosity;;Marco Gigliotti,Yannick Pannier,Raquel Antoranz Gonzalez,Marie-Christine Lafarie-Frénot,Stepan Lomov;2018-09;0.phys,1.phys.meca,2.phys.meca.mefl,0.phys,1.phys.meca,2.phys.meca.msmeca,0.spi,1.spi.acou,0.spi,1.spi.auto,0.spi,1.spi.elec,0.spi,1.spi.fluid,0.spi,1.spi.nrj,0.phys,1.phys.meca,2.phys.meca.ther,0.phys,1.phys.meca,2.phys.meca.vibr,0.phys,1.phys.mphy,0.phys,1.phys.qphy,0.phys,1.phys.meca,2.phys.meca.acou,0.phys,1.phys.meca,2.phys.meca.biom,0.chim,1.chim.mate,0.chim,1.chim.poly;Composites Part A: Applied Science and Manufacturing;Elsevier;112;;100-110;Polymer-matrix composites PMCs,Thermomechanical,Environmental degradation,CT analysis;Polymer-matrix composites PMCs,Thermomechanical,Environmental degradation,CT analysis;;;;;en;false
hal-02621702;1;https://hal.inrae.fr/hal-02621702;ART;10.1002/oby.22243;;Inward glucose transfer accounts for insulin-dependent increase in brain glucose metabolism associated with diet-induced obesity;;Senda Bahri,Michael Horowitz,Charles-Henri Malbert;2018;0.sdv,1.sdv.aen,0.sdv,1.sdv.mhep,2.sdv.mhep.em;Obesity;Wiley;26;;1322-1331;;;;;;;en;false
hal-02102400;1;https://hal.archives-ouvertes.fr/hal-02102400;ART;10.1186/s13014-018-1163-2;;Delineation of lung cancer with FDG PET/CT during radiation therapy;;J. Ganem,S. Thureau,I. Gardin,R. Modzelewski,S. Hapdey,P. Vera;2018-12;0.sdv,0.sdv,1.sdv.can;Radiation Oncology;BioMed Central;13;;219;Delineation,Lung cancer,PET/CT,Radiation therapy,PerPET-RT;Delineation,Lung cancer,PET/CT,Radiation therapy,PerPET-RT;;;;;en;false
hal-01791589;1;https://hal.archives-ouvertes.fr/hal-01791589;ART;10.1016/j.ijid.2018.01.028;;A case of giant cell arteritis associated with culture-proven Coxiella burnetii aortitis;;S. Worm,J. B. Giot,C. Courtoy,E. Gillet,Sophie Amrane,P. Huynen,M. van Esbroeck,E. Prudent,H. Lepidi,Matthieu Million,M. Moutschen,Didier Raoult;2018;0.sdv,1.sdv.mhep,2.sdv.mhep.mi;International Journal of Infectious Diseases;Elsevier;69;;50-54;Vascular infection,Q fever,Coxiella burnetii,Giant cell arteritis,Aortitis;Vascular infection,Q fever,Coxiella burnetii,Giant cell arteritis,Aortitis;;;;;en;false
